comment,date,class
"That is just a bad idea, Hunters have been trying to have survival back to ranged for years now.","Nov 19, 2022 4:10 pm",Warlock
If you want to play a melee: make a melee; if you want to make one who also cast spells: Paladin and Death Knight are kind of that; if you want to make one who have ranged specs: Hunter.,"Nov 19, 2022 5:00 pm",Warlock
Please reintroduce the flame rift from legion and increase the total amount of charges to four with a set order:,"Nov 19, 2022 2:10 pm",Warlock
"Rift 1: Shadowy Tear
Rift 2: Unstable Tear
Rift 3: Chaos Tear
Rift 4: Flame Tear","Nov 19, 2022 4:58 pm",Warlock
"Please bring back Thal’keil’s consumption as a talent. The ability was unique and fun and allowed some fun gameplay when utilized correctly. I recently renewed my subscription with the hope of seeing it in the talent tree’s but alas, it wasn’t. Maybe replace Stolen Power with it?","Nov 14, 2022 6:24 pm",Warlock
"Tbh I feel like pit lord should just get baked into NP, then you take the 2 nerzhul volition talents, and replace the pit lord talent with TKC.","Nov 14, 2022 9:33 pm",Warlock
"Logically it makes sense there anyway due to its synergy with demon count, and pit lord being in NP talent itself would help that talent not be an absurdly undertuned 3 minute.","Nov 14, 2022 9:59 pm",Warlock
"Not a horrid take, or at least put cd reduction in the talents below NP so 2 pts make it a 2m cd.","Nov 19, 2022 4:56 pm",Warlock
"Why is nether portal left the way it is ? another full expansion with nether portal’s weird interaction when a simple fix could make it enjoyable to use?
make it spawn demons per shard spend not “every time any shard is spent” please!
shadowbolt > hand > shadowbolt > hand is the dumbest design and looks like a bug to be honest.","Nov 13, 2022 11:32 am",Warlock
"With pit lord buff & Grand warlock Design, zoo portal build is atm one of the best ST demo build & one of the best overall lock builds… is it perfect? Heck no lol, but really it’s like an added flair to demo to me at least, I get two big demons Tyrant & pit lord to center my dmg around, if timed right Pit Lord will do MASSIVE dmg","Nov 13, 2022 2:07 pm",Warlock
"Yeah there is no excuse for NP existing the way it is mechanically, and it’s damage as a 3 minute cooldown is very poor.","Nov 13, 2022 3:34 pm",Warlock
"in my post it being viable/strong was never mentioned.
my post is utterly about the feels of it and the bad play style it promotes.
just because it’s the best op damage spec doesn’t mean it’s fun to play.","Nov 13, 2022 10:34 pm",Warlock
It is fine to play and just because you can’t use it effectively does not make it ‘bad play style’.,"Nov 16, 2022 3:17 pm",Warlock
"this is highly subjective, majority of lock mains dislike the way it works, it sure does look like a bug, something is just wrong when using 3 shards and 1 shard results the same.
all it takes is searching “nether portal” up there to see the majority of not all the posts are negative surrounding nether portal.","Nov 16, 2022 4:00 pm",Warlock
"What’s interesting is people keep acting as if the pit lord and NP are the same talent, when it’s actually 4.","Nov 16, 2022 9:24 pm",Warlock
"I’d argue NP itself is very much undertuned as a 3 min cd itself, and it’s reliance on the 3 extra points to get pit lord to be good is actually bad design.","Nov 17, 2022 4:47 am",Warlock
"The most important thing IMO, while the damage is kinda booty, like you said in your post the most important issue is the rotation just feels bad.","Nov 17, 2022 9:06 am",Warlock
Don’t let people gaslight you into thinking this,"Nov 17, 2022 3:00 pm",Warlock
"Yeah well right back at you really, and so far as majority of lock mains disliking it because you say so doesn’t make it so.","Nov 17, 2022 5:19 pm",Warlock
"simply search “nether portal” in forums. 90% of the posts about it dislike the way it plays, dont take my word for it just search the word “nether portal” up there.","Nov 17, 2022 6:02 pm",Warlock
sigh bud you can have 100% posts disliking something that still doesn’t quantify your opinion,"Nov 17, 2022 8:57 pm",Warlock
It does show what he’s saying has reasonable founding.,"Nov 17, 2022 9:35 pm",Warlock
"it quantifies that the majority don’t like it, that’s why they speak out about it.","Nov 18, 2022 1:51 am",Warlock
can’t reason someone out of something they didn’t use reason to believe in.,"Nov 18, 2022 5:36 am",Warlock
"If I’m being honest, I think he’s never actually used the spell with the way he talks about it.","Nov 18, 2022 5:45 am",Warlock
The fact that NP interacts so poorly with the spec as a whole is clear as day.,"Nov 18, 2022 5:54 am",Warlock
yup. no brainer really,"Nov 18, 2022 6:12 pm",Warlock
"Forums are vastly in the majority always negative, and any number of postings can be made but by a small shrieking minority like yourself.","Nov 18, 2022 7:45 pm",Warlock
"Unsure if it’s everybody, but many demo warlocks are experiencing dreadstalkers not generating demonic cores.","Nov 18, 2022 7:13 pm",Warlock
"I’ve tested to see if any dog talent interactions have been causing this, and from what I can tell a talent isn’t responsible.","Nov 18, 2022 7:29 pm",Warlock
"People experiencing this bug be sure to report it, as it’s an extreme detriment to the specs ability to function.","Nov 18, 2022 7:30 pm",Warlock
Bug reported and a forum posted linked. This one needs to get some traction as the spec is DOA as of now.,"Nov 18, 2022 7:31 pm",Warlock
I reported it a while ago as well. Playing demo without cores is painful.,"Nov 18, 2022 7:51 pm",Warlock
Is this something that started happening today? My demo lock was generating stacks yesterday.,"Nov 18, 2022 7:52 pm",Warlock
"yes, it started for me around an hour ago","Nov 18, 2022 8:58 pm",Warlock
"It’s a, maaaaaaad world.","Nov 18, 2022 9:21 pm",Warlock
Foolish warlocks expecting anything to work correctly in prepatch.,"Nov 18, 2022 10:10 pm",Warlock
so warlock dots in pve are also doing way less damage after tuesday…really hoping this is a bug because if not afflic is done in pve. come one blizz pls stop ruining dot classes this is getting old,"Nov 17, 2022 4:38 pm",Warlock
"I haven’t felt a change, it’s possible, what have you noticed?","Nov 17, 2022 5:42 pm",Warlock
gonna need as much data as possible here - did you log anything before/after the reset that might reflect a difference?,"Nov 18, 2022 1:06 pm",Warlock
Is this a bug? Do I have to go back to legion dungeons to get my glyph back to make my succubus green again?,"Nov 17, 2022 7:26 pm",Warlock
"If so, screw you blizzard for wasting my time on something I’ve had for years now. Stupid bastards avoiding any criticism.","Nov 18, 2022 5:56 am",Warlock
"Hello,","Nov 16, 2022 9:26 am",Warlock
I’ve been playing the Implosive Potential Legendary over the last couple of weeks and quite enjoyed the smoothness of the gameplay once the imps are imploded. It feels very rapid fire where you chain one ability into the next and can result in quite satisfying results.,"Nov 16, 2022 9:58 am",Warlock
"To that end, I am curious why some form of the Implosive Potential talent is not included in the Demo Tree for Dragonflight.","Nov 16, 2022 10:24 am",Warlock
How do you other Warlocks feel about the omission of this ability going forward?,"Nov 17, 2022 8:09 am",Warlock
It would probably be way to strong considering imp gang boss exists if I’m being completely honest.,"Nov 17, 2022 7:10 pm",Warlock
Please allow zandalari warlocks blizz cows can now be rogues i see no reason zandalari cant be warlock and if people wanna talk about “but the lore” give me a break the panda HATE the zandalari for working with the mogu to enslave them mop etc they would never teach them to be monks and the zandalari have the demonicas its time blizz come on,"Oct 19, 2022 2:32 am",Warlock
"A Blizzard employee has stated that they eventually want to lift all race/class restrictions. Zanda locks are on this menu as well, but I wouldn’t expect the allied races to really get anything new for a while other than the R/M/P combos.","Oct 19, 2022 8:05 pm",Warlock
"Given that Tauren have been Rogue NPCs for several expansions, it only made sense for them to be playable Rogues. As for Zandalari warlocks, I’m not sure how their Loa would feel about that.","Oct 19, 2022 8:34 pm",Warlock
Canonically a thing in classic. The Zandalari offered the demoniac threads set for locks.,"Oct 21, 2022 5:42 pm",Warlock
Zandalari were actually going to get lock till they scaped lol.,"Nov 4, 2022 1:35 pm",Warlock
Also they could’ve learned the ways of a monk from non-pandas.,"Nov 4, 2022 1:55 pm",Warlock
Pretty sure there was a Zandalari Warlock NPC as well or something of the like.,"Nov 4, 2022 2:48 pm",Warlock
With that being said… itll prolly happen with more race options being opened moving forward.,"Nov 4, 2022 2:52 pm",Warlock
"Back in the day zandalari warlocks were called demoniacs, which were basically warlocks with small differences like soul infusion, but basically when warlocks ZG tier was out, it was called demoniacs raiments, due to demoniacs being the zandalari equivalent to warlocks.","Nov 17, 2022 3:04 pm",Warlock
"Does this seem useless to anyone else? I’m new to the class and spec and feeling more and more like I can take this off my bars, lol.","Nov 13, 2022 11:16 am",Warlock
"Kind of telling when it doesn’t have any talents in the new tree that buff it, right?","Nov 13, 2022 11:22 am",Warlock
"corruption was one of the “returning abilities” and a selling of shadowlands, and yes it has no use as demonology, brought back only to fool the playerbase XD","Nov 13, 2022 7:38 pm",Warlock
"Unless your going to play Aff, then removing Corruption from your bar is pretty much mandatory.","Nov 14, 2022 1:59 pm",Warlock
^^ echoing the above - you do not use corruption unless you are affliction,"Nov 14, 2022 2:31 pm",Warlock
"I dont even know why they gave corruption to demonlogy.
Facepalm","Nov 16, 2022 4:03 pm",Warlock
"Shadowland’s pre release it was the expansion’s selling point.
the glorious returning abilities which you loved for so long","Nov 17, 2022 12:55 am",Warlock
"Can we like, get this ability back, you know the threat dump.","Nov 16, 2022 9:42 pm",Warlock
"Noticed ever since the patch that the Felguard/Wrathguard no longer initially holds your custom weapon that is in your bag. I have a Zin’rokh, Destroyer of Worlds from original ZG that I have had for a long time and the Felguard goes directly for the default axe and I have to resummon it like two-three times before it grabs that out of the bag.","Nov 14, 2022 11:51 pm",Warlock
Not a big deal obviously but something I’ve noticed and is a bit irksome.,"Nov 16, 2022 7:39 pm",Warlock
"Im leveling up a Demolock, enjoyed the flavor of having cacophony of demons raising hell, the random dialogue from the imps.","Nov 14, 2022 12:46 am",Warlock
Ive been following the easy rotation from Icy Veins but Ive noticed in the normal rotation section theres a Tyrant and a Portal.,"Nov 14, 2022 1:42 am",Warlock
So im assuming you pop tyrant on your 2nd Dog summons because you’ll have at least 2 Hand casts?,"Nov 14, 2022 1:47 am",Warlock
"Do you then cast portal after the Tyrant disappears to get the Pit Lord, or do you get the Pit Lord before the Tyrant to get the Pit Lord to last longer?","Nov 14, 2022 6:33 am",Warlock
After that first initial Tyrant do you then cast Tyrant when ever it’s off CD?,"Nov 14, 2022 10:06 am",Warlock
"If we’re talking openers you don’t need to hold the tyrant until after the 2nd dogs, and instead can tyrant during your first set.","Nov 14, 2022 10:58 am",Warlock
Basically you:,"Nov 16, 2022 3:43 pm",Warlock
"At level 70 will this be a good viable option for demo? As much as I wish nether portal would get the love it still needs, I still like having that & inner demons to just basically add a little more flair to my lock as i feel it’s always the same old base around the tyrant build","Nov 11, 2022 3:58 pm",Warlock
"Rot or Grand Warlocks Design will be viable with Nether portal. It depends on tuning and sims to say which one will be best, but it’s likely close and inconsequential. If you go nether portal, you are on a purely single target encounter. Play what you want.","Nov 11, 2022 10:35 pm",Warlock
Well gulliotine doesn’t add much to the table… I still threw felstorm & my dreadstalkers do decent aoe.,"Nov 11, 2022 11:11 pm",Warlock
Warlock is in good condition currently. Idk about the “needed love.”,"Nov 12, 2022 3:16 am",Warlock
"Actually, I’m gonna go with grand warlock design with pit lord, least for raiding. The other builds aren’t pulling the numbers least on beta.","Nov 13, 2022 1:33 pm",Warlock
Very plausible but you have to consider the 2 points to chew through the 5 soul shards to get there firstly,"Nov 16, 2022 3:21 pm",Warlock
Has anyone else had the issue with these new talents spreading havoc and other abilities to second enemies that are nowhere near you? It never seems to do the nearest second enemy. It’s always one in the distance so you get overwhelmed.,"Nov 14, 2022 7:32 pm",Warlock
"Yes! And I hate it… I really want to play Mayhem…but it pulls random mobs even from behind you all the time… I’m suprised there aren’t more people complaining. I guess everyone is playing the Havoc, because “the Guides say so”. So I think/fear it’s going to be quite a long time till Blizz fixes it.","Nov 15, 2022 8:18 am",Warlock
lol yes.,"Nov 15, 2022 10:06 am",Warlock
"One time, it put my havoc on a critter…and I crit this little squirrel for like 26k…I felt bad.","Nov 15, 2022 4:28 pm",Warlock
"it’s probably Mayhem (3rd row of Destruction talents, right in the middle------- I opted out of this talent because incinerate was pulling mobs from all over birds / bugs / elites / yellow neutral name tags did not matter------- now incinerate works properly on ONE target","Nov 16, 2022 7:09 am",Warlock
"The hotfix today apparently fixed the issue, and Mayhem should only target aggrod mobs like it’s supposed to, can’t wait to test it.","Nov 16, 2022 10:00 am",Warlock
I’m curious to hear from the community. Do you guys feel Warlocks have a high skill ceiling? This goes for aff / demo / destro. Maybe if your feeling spicy seperate it from PvE and PvP Perspectives.,"Nov 2, 2022 4:30 pm",Warlock
This ones skill ceiling is the floor tbh.,"Nov 2, 2022 4:40 pm",Warlock
Yes we have more then 3 buttons to press it a lot of positional play its not a DH class lol,"Nov 2, 2022 4:44 pm",Warlock
For pvp…,"Nov 2, 2022 4:45 pm",Warlock
"Really depends on the spec/patch/etc
Sometimes we have patches where anyone can play it and sometimes we have patches where only good players can play it.","Nov 2, 2022 4:48 pm",Warlock
Good point PvP especially,"Nov 3, 2022 11:35 am",Warlock
"Pretty big variance based on spec and fight type (ST, AoE, 2-3 target cleave). If I had to rank it from lowest to highest skill ceiling it would probably be:
ST/AoE Destro
AoE Aff
ST Aff
Cleave Destro
ST/Cleave Demo
AOE Demo
then big gap between this and Cleave aff which is probably the highest skill ceiling.","Nov 3, 2022 2:11 pm",Warlock
The lowest two you’re literally just spamming rain of fire/chaos bolt or seed with cooldowns. No need for any planning or resource management. Just press the buttons when you have the gas.,"Nov 14, 2022 11:34 pm",Warlock
ST aff you’re using MR which requires pooling shards to spend when you have all available dots up.,"Nov 15, 2022 5:54 pm",Warlock
Cleave destro is about always maximizing havoc windows which boils down to banking shards and conflagrate charges to get full value on cooldown which requires a bit of planning.,"Nov 15, 2022 7:00 pm",Warlock
Demo is about maximizing your tyrant which can come down to rng a good bit but a newer player will usually mess this up quite a bit. Rotation doesn’t change between ST or cleave.,"Nov 15, 2022 10:29 pm",Warlock
I would like to see them add something to specifically benefit destruction,"Nov 6, 2022 12:25 pm",Warlock
"soulburn drain life is huge for affliction warlocks, but the only benefit destruction really gets from soulburn is the healthstone, teleport and gateway","Nov 6, 2022 12:43 pm",Warlock
seems overlooked to me for this talent to have a lot more value for affliction over the other 2 specs.,"Nov 6, 2022 12:43 pm",Warlock
soulburn used to enable an instant cast soul fire in cata,"Nov 6, 2022 12:44 pm",Warlock
"Don’t sleep on instant gateway, that things actually giga powerful","Nov 6, 2022 12:45 pm",Warlock
Its extremely useful for destro… and soulburn life drains gonna get nerfed.,"Nov 6, 2022 12:46 pm",Warlock
HS/TELE/GATE all insane.,"Nov 6, 2022 12:46 pm",Warlock
of course its useful for destruction. I mentioned all the things that were useful.,"Nov 6, 2022 12:46 pm",Warlock
Ok so what’s the problem then,"Nov 6, 2022 12:47 pm",Warlock
Right except your title is a lack of usefulness,"Nov 6, 2022 12:52 pm",Warlock
Soulburn life drain is gonna get butchered most likely and if soulfire keeps the strength that currently has it would be overpowered to be able to Chuck instant,"Nov 11, 2022 5:59 pm",Warlock
"healthstone, teleport and gateway are useful for all 3 specs","Nov 15, 2022 1:11 am",Warlock
drain life is useful to affliction exclusively,"Nov 15, 2022 6:24 pm",Warlock
"I’m trying to understand why Demonic Core is a baseline ability if you can talent without Demonbolt. Is there another spell that can use it? I keep checking, but I don’t see anything on the tree or book. And the answer to me cannot just be, “Well, you talent for it anyway, so it doesn’t matter.” In that case, why isn’t it just baked into the talent as a separate passive, or second spell. What am I missing here?","Nov 11, 2022 3:41 am",Warlock
I try not to think about it.,"Nov 11, 2022 9:19 am",Warlock
This exists in other trees as well. It’s silly but future revisions will hopefully address oddities like this.,"Nov 11, 2022 9:28 am",Warlock
"Yes, it’s totally strange that half of the class abilities assume you have Demonbolt, an optional talent. I am sure they will clean this up eventually but it’s really weird that it launched in this state.","Nov 15, 2022 2:14 pm",Warlock
It 100% shouldn’t happen.,"Nov 15, 2022 3:47 pm",Warlock
"Returned player.
Unlocked Green Fire back around when it first came out.","Nov 14, 2022 8:09 pm",Warlock
Just trying how to reactivate it; any help is appreciated. =),"Nov 14, 2022 8:42 pm",Warlock
The npc’s to activate and deactivate it are in shadowmoon valley at the altar of damnation. Jubeka disables and kanrethad enables.,"Nov 14, 2022 9:53 pm",Warlock
"Ok, thanks. How about other warlocks on the same account?","Nov 14, 2022 11:55 pm",Warlock
Have to redo the quest on alts,"Nov 15, 2022 12:41 pm",Warlock
So what’s up with all the talents that refer to shadow bolt? Afflic doesn’t get shadow bolt right?,"Nov 12, 2022 6:33 pm",Warlock
"Affliction does get shadow bolt baseline, you need to talent into drain soul to replace it.","Nov 12, 2022 11:06 pm",Warlock
"Iirc some, if not all of the shadow bolt referenced talents will affect drain soul as well, but don’t quote me on that.","Nov 13, 2022 8:49 am",Warlock
"Ok, you are right. I untalented drain soul and it gave me shadow bolt. The tool tip doesn’t say it replaces shadow bolt. Thank you!","Nov 15, 2022 1:44 am",Warlock
they nerfed to a unplayble state. jesus the devs are so heavy handed on buffs and nerfs. I was on the fence about df but 100% not playing now.,"Nov 10, 2022 4:47 pm",Warlock
Typical blizzard instead of minor adjustments they just destroy the class. No one will play this class.,"Nov 10, 2022 6:44 pm",Warlock
Damage and survivability nerfed. So sad I really am disappointed that affliction actually became good and impactful and just got dumped on.,"Nov 10, 2022 7:19 pm",Warlock
"It’s not surprising because they have no idea how to balance but it’s just sad. For the people who are happy look out you class just got pushed up and if your a dh you should be thinking about what other class you might want to main because when they come for you damn it’s going to suck, and you only have one dps spec.","Nov 10, 2022 7:50 pm",Warlock
i guess we will have another expansion for affliccion being in garbage state.,"Nov 10, 2022 7:59 pm",Warlock
I tried it and its a total trash joke now,"Nov 10, 2022 8:19 pm",Warlock
Corruption change isnt implemented yet… other changes have been on beta for some time and affs have been able to 2v1 on beta as of yesterday… so how did u try it if its not out yet?,"Nov 10, 2022 8:22 pm",Warlock
Odd because my DMG is lower now but not going to argue with ya,"Nov 10, 2022 8:23 pm",Warlock
Yeah those are the changes that are rolling out in phase 2,"Nov 10, 2022 8:53 pm",Warlock
None of those are live at the moment,"Nov 10, 2022 8:57 pm",Warlock
I think you’re just having a placebo moment.,"Nov 10, 2022 9:09 pm",Warlock
ToTalLy UnPlAyAbLe,"Nov 11, 2022 1:14 am",Warlock
Aff shreds people still on beta btw.,"Nov 11, 2022 1:14 am",Warlock
I think afflocks have got to be the whiniest players ever. So used to the spec being absolutely busted that it feels bad when you’re remotely normal.,"Nov 11, 2022 1:14 am",Warlock
"eh, pretty sure it needs another 10% nerf also demo needs a 15-10% nerf, but time will tell, stop crtying the spec is just bananas atm","Nov 11, 2022 1:58 am",Warlock
"Hey now, Moonkins exist.","Nov 11, 2022 10:44 am",Warlock
"Lock is the best Tank, Dps and Healer rolled into one. Thank goodness Locks were addressed as they are ruining PvP. Very good changes.","Nov 11, 2022 10:45 am",Warlock
It’s crazy they allowed lock to be so broken OP for so long. Now they still S tier. Could use some more nerfs.,"Nov 11, 2022 11:30 am",Warlock
"I don’t mind the changes honestly, i mean, affy has been busted since pre-patch to be fair. that’s no secret. At this time tho, as of about 20 mins ago, me and my arena partner (we both geared up our locks to 300 since they were busted kek) are convinced there is a bug with drain life now. We noticed throughout today that it felt like we weren’t getting a lot back from drain life. Then the last arena match we played confirmed something was going on. Even with desperate pact talent (DL heals for 30% more when under 50% health) drain life is basically healing for nothing even under 50%. (condensed) Assassination rogue did his garrote kidney opener on me, i popped unending resolve to get the full fear on him. while he’s feared, i soul rot and drain life and my health does not move up AT ALL. Soul rot did apply to the spriest on his team.","Nov 11, 2022 7:09 pm",Warlock
"Oh, he must have popped cloak you say, had a shield on from the spriest, was using wound/shiv???","Nov 11, 2022 8:47 pm",Warlock
"I’ve opened serval tickets and have posted in the bug forums, but this issue has eaten so much of my game time that I have to continue until I get help.","Nov 14, 2022 11:39 am",Warlock
"In the Wrath pre patch they removed the Warlock Felhunter quest Seeking Strahad from the game and made it so you can learn the Felhunter from your class trainer at 30. My Warlock was level 45 when this happened and he was using a succubus as affliction during the end of TBC. From the pre patch to today I have been unable to acquire this pet. It is not offered at the trainer, the origonal questline does not exist anymore, and I still do not have the pet in my spellbook or in my trainers learned or unlearned spells. It is not in the game for me.","Nov 14, 2022 1:13 pm",Warlock
I cannot play the Affliction spec without this Felhunter pet. My endgame is pretty much over unless I main DEMO/Destro. Please help me.,"Nov 14, 2022 11:07 pm",Warlock
"Wowhead’s DPS parses show Affliction WAAAAAYYYYYY ahead, anyone have thoughts on this?? I love affliction and PvE, but forced to run Destro due to DPS. I am interested","Nov 13, 2022 12:57 pm",Warlock
People care about pre patch DPS logs?,"Nov 13, 2022 2:08 pm",Warlock
I guess I do,"Nov 13, 2022 2:30 pm",Warlock
Affliction has the ability to tap two convent abilities and unity gives both the secondary Lego. Run Necro lord with decimating bolt. Grab soul rot via talent. Use the malific rapture Lego. Profit.,"Nov 13, 2022 2:37 pm",Warlock
"This settles down at 70 by a fair margin, but it’s balanced. I think at 70 all the specs are viable. But time will tell.","Nov 13, 2022 3:25 pm",Warlock
It’s pre patch and you’re probably looking at raid numbers right? A lot of clases get good numbers from motes. Aff just does a bit better due to Soul Flame. Balance Druid is doing amazing as well.,"Nov 13, 2022 3:32 pm",Warlock
"But as others have stated, pre patch means absolutely nothing. It means nothing who is on top or bottom right now, within three weeks we’ll be at 70.","Nov 13, 2022 4:02 pm",Warlock
And why are you forced to run Destro?,"Nov 14, 2022 10:51 am",Warlock
"If that’s from the raids, then that motes going pop.","Nov 14, 2022 2:24 pm",Warlock
"Similar to last season demo basically having the job of dumping all your imps every tyrant cycle into motes due to the uncapped aoe, it did absurd aoe damage, but the true benefit was it bugged everybody else in the raid extensively.","Nov 14, 2022 3:11 pm",Warlock
"To put it simply, the numbers are inflated because fated exists.","Nov 14, 2022 3:57 pm",Warlock
This exactly.,"Nov 14, 2022 4:09 pm",Warlock
I’m still deciding around which toons I want to main for DF. One of my Options is returning to my Warlock. What looks to be the most desired spec for Raiding/Mythic+. Are they all relatively equal?,"Nov 10, 2022 8:37 am",Warlock
I’ve only been playing Affliction but I’m usually top dps in keys and top 3 in raid (the few we’ve done since the new talents came out). Have seen some of the other locks in my guild going destruction. They’re doing really well in keys with high trash packs (like gambit) and their single target seems really good.,"Nov 10, 2022 8:42 am",Warlock
