comment,date,class
Play what tickles your fantasy. Or whatever.,"Nov 18, 2022 1:59 pm",Rogue
"I really enjoy with Assassination loading up DoTs and watching mobs walk towards me and fall over from the rot. Grossly satisfying. Rotation-wise, Outlaw probably the best group content feeling.","Nov 18, 2022 2:48 pm",Rogue
"Personally, I’m going Sub (contrary to what I anticipated earlier before testing). Secret Technique doesn’t register on damage meters but does full damage, so I want to make it look like I’m a terrible player – but any group I’m in wonders why things are dying quickly still.","Nov 18, 2022 5:03 pm",Rogue
"I just want to get something clarified, I’m not sure if I’m just missing it or doing it wrong.","Nov 16, 2022 7:43 pm",Rogue
"It seems to me that Shadowmeld → Stealth works in PvP, but not in PvE. Is that the distinction? Im pretty disappointed it doesn’t seem to work in all content, since it can open up some interesting options.","Nov 17, 2022 5:56 am",Rogue
I was under the impression it got changed so that it didn’t work like that in PvP anymore?,"Nov 17, 2022 7:40 am",Rogue
"God, if it does I’m going to feel like an idiot for taking my Sub Rogue Draenei instead of Night Elf.","Nov 17, 2022 10:49 am",Rogue
"Party members being in combat has always been a problem. Could be a timing thing, I am not sure. But, you’ll notice even if you are standing around, your party getting put in combat will sometimes(generally) put you in combat.","Nov 18, 2022 1:32 pm",Rogue
I don’t know maybe it’s just me and I’ve done something incorrect but pretty sure every spec of other classes and this one can reach the bottom tier talent except this one. As of the point of posting this (pre dragon flight) you cannot get the Dragon-Tempered blades talent you are off by 1 point. Why is this the only talent unreachable at current standing is it just that powerful they don’t want you to have it pre DF or am i legit missing something?,"Nov 9, 2022 1:51 pm",Rogue
Would be nice if it took one less point to get it. Thered be cool synergies,"Nov 9, 2022 3:52 pm",Rogue
It is designed on that way on purpose due to balance reasoning. Unfortunate.,"Nov 10, 2022 2:05 am",Rogue
,"Nov 11, 2022 10:20 am",Rogue
"And to add to this. At max level, you also will not be able to take Dragon Tempered Blades along with either of the other two capstone talents.","Nov 11, 2022 7:09 pm",Rogue
Same. I thought I was doing something wrong. Maybe with conduits and other SL stuff it can be OP.,"Nov 12, 2022 1:39 am",Rogue
"I like the kingsbane and execute dots build, but i hope DTB is as good in PvP. This has been one of the most exciting talents new for DF. Really wanted to try it out. Oh well. A few more weeks.","Nov 12, 2022 11:58 am",Rogue
DTB might just be. It synergizes with many talents.,"Nov 12, 2022 12:25 pm",Rogue
"This doubles the value of every talent that effects poisons. Venomous wounds, improved poisons, Fatal concoction, Dashing scoundrel, twist the knife. It also buffs some others just not as much like Zoldyck recipe, Improved shiv.","Nov 12, 2022 12:57 pm",Rogue
It gives a 4% buff to all dmg because of Lethal Dose.,"Nov 12, 2022 12:58 pm",Rogue
And it gives deadly poison in PVP which is probably like 10% dmg increase.,"Nov 12, 2022 1:00 pm",Rogue
So the talent alone probably gives like 20% extra dmg in value. Its that strong. It probably just depends on strong Kingbane and Serrated bones spike/sepsis are in comparison.,"Nov 12, 2022 1:14 pm",Rogue
"The current meta DTB build after the 11/11 buffs doesn’t take most poison-related talents. Skips Vicious Venoms, TTK, and TTB.","Nov 12, 2022 1:43 pm",Rogue
Also hilariously all builds take the Flying Daggers talent because the extra point not being wasted on the 2nd rank of Vicious Venoms allows it to go into a better 1-pointer.,"Nov 12, 2022 1:52 pm",Rogue
Can you share the builds,"Nov 12, 2022 2:55 pm",Rogue
There is no build at the moment. At level 60 we don’t have enough talent points to pick up DTB.,"Nov 14, 2022 1:59 pm",Rogue
,"Nov 14, 2022 2:09 pm",Rogue
You refer to this as a “meta” build. What is your source?,"Nov 14, 2022 4:06 pm",Rogue
Not taking 5 stack wound in pvp seems bad eh.,"Nov 14, 2022 9:46 pm",Rogue
Lmfao aint no way this is whats being passed around as the meta build. Ill be back after trying it…,"Nov 17, 2022 10:32 pm",Rogue
"To preface this, I am not a die hard rogue main. I do think it is what I want to main come DF and I have mained it in past expansions. With the addition to shadow dance in the class tree allowing all 3 specs to utilize it, sub just seems to have lost its identity to me. The thing that gave it a unique flavor. I am wondering if anyone else agrees?","Nov 15, 2022 4:04 pm",Rogue
To me the most fun I have ever had playing this game was as a sub rogue in Legion using death from above; allowing us to funnel all of our aoe damage into priority damage. it felt dynamic and potent. And I would be lying if I said I didnt feel like a bamf while doing it.,"Nov 15, 2022 5:25 pm",Rogue
"While we still have shadowdance and ultimately not much has changed, sub just does not seem to have any unique flare anymore. I still enjoy playing it tbh. But just makes me sadge a little.","Nov 15, 2022 5:49 pm",Rogue
Edited for typo,"Nov 15, 2022 6:04 pm",Rogue
well sub rogue lost DFA in BFA and shuriken combo after s1 bfa. So you’re abit late on this.,"Nov 15, 2022 6:08 pm",Rogue
i wish ShadowDance had stayed sub only.,"Nov 16, 2022 1:37 am",Rogue
Yes I understand that. Mentioning DfA was more along the lines of something I wish they would bring back to add some unique flavor back to the sub specialization. But ultimately if you read the post it’s about losing shadow dance as a uniquely sub tool. Thanks for your comment.,"Nov 16, 2022 8:47 pm",Rogue
Realistically I started this thread to open up discussion as to where the rogue community at large would like to see the identity go. What ideas there may be to give the spec something of its own in terms of playstyle altering mechanics. Or if people whole heartily disagree with my view of the situation. Please change my mind. Explain why and what is giving sub a unique identity.,"Nov 16, 2022 11:44 pm",Rogue
"Yah, I completely agree. I don’t know where it could really go. At this point, the only thing making it unique is shadow magic. Which, I am not a huge fan of. I do like the idea of using magic. But, not offensively. Dealing shadow damage is weird.","Nov 17, 2022 7:33 am",Rogue
"I have very conflicted feelings on Shadow Dance being in the class tree. On one hand, Shadow Dance is such a powerful ability, it could be argued the other specs will never compare in PVP to Subtlety without it. On the other hand, it’s just such a core Subtlety ability. Subtlety is suppose to be the “Stealth” spec.
It also really bugs me that nothing huge from the other specs was shared. I mean, Assassination didn’t have anything super cool, I suppose. But, why the heck isn’t Adrenaline Rush in the class tree? I mean, who the heck wanted Thistle Tea and Echoing Reprimand to not only be in the class tree, but be capstone talents!? Sorry, bit off topic…","Nov 17, 2022 7:36 am",Rogue
Sub rogue lost its identity when Hemo was removed. And then again in Legion too.,"Nov 17, 2022 9:26 am",Rogue
Kinda late to the party.,"Nov 17, 2022 9:55 am",Rogue
Sub lost the bleed identity in Legion when Sin stole Garrote and then lost the Shadow Dance identity in DF. It really feels like you didn’t choose a spec when you choose to play Sub now.,"Nov 17, 2022 2:25 pm",Rogue
"IMO, Sin should only have poisons, and Sub should be the bleed master. Oh, and get rid of Shadow Dance from the class tree.","Nov 17, 2022 11:08 pm",Rogue
Especially the absolute comedy legend who made it is literally impossible to get one of the capstone talents at level 60 for assassination?,"Nov 17, 2022 10:39 pm",Rogue
"I don’t have enough words to say how bad this talent is, it was fine being a consumable, but for it’s important talent position in the tree it is just bad, no one wants to press a button every minute to be able to play, but that seems the way you are going by the recent nerfs to energy regeneration. You want to make our gameplay feel worse just to push this boring capstone.","Oct 13, 2022 7:36 am",Rogue
Rogues are not a wind-up toy to have to be wound-up every minute by a button press to be able to play.,"Oct 13, 2022 9:58 am",Rogue
"Imagine Conjure Water being in the same place for Mages (I will be checking if it is, because I don’t doubt anymore).","Oct 13, 2022 10:19 am",Rogue
"all the capstones suck, unless you play sub and want your 2nd dance. but even that was a terrible place to put it.
the capstones are a huge disappointment.","Oct 13, 2022 1:05 pm",Rogue
I think the 3 charge thistle tea sucks as a capstone. But I actually enjoy it on beta as Sin. That with marked for death lets you set up for some nice burst. But it sucks as a capstone and should just be a talent node somewhere in the tree.,"Oct 13, 2022 1:34 pm",Rogue
I think Thistle Tea is fun to use but by no mean should be a cap stone.,"Oct 14, 2022 9:06 pm",Rogue
,"Oct 24, 2022 2:50 pm",Rogue
My thoughts as well.,"Nov 17, 2022 2:44 pm",Rogue
"Or alternatively, pick a different talent and those who do enjoy it can scoop it up. I’m no assassination kid but thistle was pretty nice on ptr to get 3 charges and crank the crap out of something. Feels similar to a nice adrenaline rush effect in a way and the 13% mastery def made windows during shiv crank the crap out of stuff with kingsbane active and other stuff.","Nov 17, 2022 8:16 pm",Rogue
"Remove “Thief’s Versatility” put Thistle Tea in it’s place and in place of where Thistle Tea was, put in Flagellation. Done. EZ clap.","Nov 17, 2022 8:17 pm",Rogue
"Has anyone officially said anything about why Sprint no longer grants water walking at higher levels? It was hard enough losing Soulshape’s speed buff, but now I feel even slower!","Nov 9, 2022 11:24 pm",Rogue
Unfortunately I think because of the DF crunch that it has been overlooked. Which is a shame because it was a nice flavorful touch for Sub Rogue.,"Nov 10, 2022 2:03 am",Rogue
,"Nov 17, 2022 2:00 pm",Rogue
Blade flurry doing significantly less damage in uldaman that even the tooltip says. Average auto attack in 1 dungeon was 721. Average BF hit was 158. Doesn’t quite add up. (Average dispatch was 6.8k),"Nov 16, 2022 2:00 am",Rogue
"Can confirm, I am doing even less overall damage doing aoe in Uldaman than single target, most of the time in aoe fights blade flurry doesn’t even show up in the top 5 on details while in any other dungeon or even target dummies it is number 1 every single time on aoe.","Nov 17, 2022 1:14 am",Rogue
"Howdy All!
Recently I leveled up an awesome Pandaren Outlaw Rogue (Sawblades on Azgalor). And I LOVE em. Leveled him up almost exclusively through Battlegrounds. It’s just so fun stealthing around with his swords, firing off pistol shots and being an all around menace and nightmare to people. Was curious though, is there a good go-to source for PvP pointers as a Rogue? A good source for suggested PvP Talent builds? With the new Dragonflight talent trees, there’s a lot of choice in them and I want to be sure not to fall into to many “traps”. Any help is greatly appreciated.","Nov 15, 2022 10:19 am",Rogue
Probably won’t be much until a couple weeks into the new expansion. Its still just pre-patch right now. So people are just figuring stuff out if they are even playing yet.,"Nov 16, 2022 5:43 am",Rogue
I haven’t played but I hear good surv but no burst. Your role will be running around map and annoy people until they rage quit.,"Nov 16, 2022 5:18 pm",Rogue
"stayed the same as is, except the cooldown was reduced. 45-1 minute cd. thoughts?","Nov 16, 2022 11:18 am",Rogue
"Killing spree can use a rework, something like","Nov 16, 2022 12:56 pm",Rogue
"Now Changed to finisher, 2min cd, teleport to an enemy, quickly attack with 5 dispatch over 2 seconds. Strength of dispatch depends on combo points used, can blade flurry. Dispatchs cast this way interacts with restless blades at reduced effectiveness","Nov 16, 2022 1:56 pm",Rogue
I like killing spree and don’t want it changed to much. either add the cc immunity back or lower the cool down. I am open minded though and I have to ask about your suggestion. 5 dispatch? like 5 of them or a 5 cp dispatch?,"Nov 16, 2022 2:10 pm",Rogue
"yes. For example if you use killing spree at 6 combo points, you will cast 5 dispatches all at 6 cp strength, over 2 seconds.","Nov 16, 2022 2:41 pm",Rogue
I played around a little bit with Killing Spree with MA leggo… and even with the guaranteed crits it just was OK. Still preferred Blade Rush.,"Nov 16, 2022 5:15 pm",Rogue
"That means they should at least DOUBLE the damage profile of it. Honestly should probably be like 3x or something, especially if they expect ANYONE to take it over Dreadblades.","Nov 16, 2022 5:17 pm",Rogue
Does the garrote buff change anything? I love love assassins current play style. Are is it still way below outlaw?,"Nov 16, 2022 5:53 am",Rogue
Viable? Yes,"Nov 16, 2022 4:12 pm",Rogue
"But you won’t keep up with outlaw in M+. The damage to trash outlaw does is just a league above. You can beat them on ST, but not by a whole lot. They are still quite good in PvP though. So kinda depends on what you wanna do with them.","Nov 16, 2022 5:14 pm",Rogue
"The current iteration of Deathmark feels pretty bad to press. If you are playing improved garrote, you are forced to use Deathmark as an opener in order to double 50% garrote. You also have to reapply bleeds to make deathmark of any benifit. That and deathmark itself does very pitiful damage.","Oct 26, 2022 1:26 am",Rogue
"I suggest that Deathmark refresh current bleeds and poisons on the target (minus Kingsbane, as that would be pretty broken) and then duplicate them along with its current effects of copying new bleeds you apply. That way you can use Deathmark as a burst button as it was intended.","Oct 26, 2022 5:31 am",Rogue
Agreed. Its almost like that talent was rushed in,"Oct 26, 2022 5:37 am",Rogue
"Yeah it feels clunky to press, did they say why vendetta had to get reworked?","Oct 26, 2022 7:35 am",Rogue
"Seems fine to me. Vanish lines up so you always have a full Garrote Rupture to apply. With improved Garrote, you can Ambush Garrote for more CPs in openers.","Oct 26, 2022 4:13 pm",Rogue
"There is a bit of clunky interaction with Exsanguination. If you Exsang Pre-Deathmark it seems to not keep the Exsang buff, but if you use it afterwards the normal bleed and the cloned bleeds all benefit.","Oct 26, 2022 4:24 pm",Rogue
I’m just mad they got rid of vendetta and forgot we pretty much all use the vendetta legendary and are now screwed for the remainder of the patch.,"Oct 26, 2022 4:31 pm",Rogue
"Yeah, well, the set bonuses are inactive, so…","Oct 27, 2022 3:03 am",Rogue
That’s completely irrelevant to the issue I’m talking about.,"Oct 27, 2022 10:36 am",Rogue
Duskwalker’s patch leggo also doesn’t seem to be working with Deathmark.,"Oct 28, 2022 2:51 pm",Rogue
Here’s how I’ve been using Deathmark,"Oct 28, 2022 2:58 pm",Rogue
"Build CP to Max-1 (5 with Deeper Strat)
Deathmark > Vanish > Garotte > Rupture","Oct 28, 2022 5:21 pm",Rogue
Edit: Changed to proper sequence. Deathmark does break stealth so it should be cast before Vanish.,"Oct 29, 2022 6:14 pm",Rogue
Rupture and Garotte will last the full duration of Deathmark - 16 seconds. You shouldn’t have to worry about refreshing either.,"Oct 29, 2022 11:29 pm",Rogue
you have to use deathmark before you apply bleeds. It specifically says bleeds applied after the buff are duplicated.,"Oct 29, 2022 11:56 pm",Rogue
Getting rid of vendetta was such a mistake and a nerf.,"Oct 30, 2022 4:28 am",Rogue
"If you do not Deathmark first, you don’t get the duplicated bleeds so you have been wasting DM.","Oct 30, 2022 1:50 pm",Rogue
"it does duplicate the bleeds, but only Garrote and Rupture. But you sure don’t want to use DM after applying the bleeds because you are losing uptime doing so.","Oct 30, 2022 6:01 pm",Rogue
… yes you do. Applying bleeds beforehand is literally a nonissue and the best way to perform the opener without starving yourself.,"Oct 30, 2022 6:02 pm",Rogue
On a side note its amazing how half this thread is full of people commenting without even understanding the ability.,"Oct 30, 2022 6:45 pm",Rogue
"Its a button that increases our normal attack speed. Woo. How fun. At least make it unique to each spec…like…Assassinations turns into, idk, Poison Maggot. It attaches itself to your target for X seconds based on how many combo points you spend on it, leeches the instant poison damage on your target and stores it until the countdown ends and explodes in an AoE. Increased damage to your main target yada yada yada. idk its SOMETHING at least.","Jul 12, 2022 10:48 pm",Rogue
Lets workshop this so we can be ignored by blizzard.,"Jul 12, 2022 11:15 pm",Rogue
I dont even want it changed to have additional effects. Just removed or made a simple passive. Spending CP on attack speed is stupid.,"Jul 12, 2022 11:35 pm",Rogue
Yeah Slice and Dice is stupid. It should be a passive effect at like level 28 that increases at level 40 or something.,"Jul 12, 2022 11:53 pm",Rogue
"Finishing moves invigorate you with haste, granting 30%(50% at Rank 2) increased attack speed for 3 seconds per combo point.","Jul 13, 2022 12:35 am",Rogue
"You’re welcome Blizzard, I fixed it.","Jul 13, 2022 3:34 am",Rogue
"I like it being tacked onto finishing moves or, if removed, getting that animation as a toy or glyph like swirly ball – i’m a sucker for animation nostalgia :0","Jul 13, 2022 7:32 am",Rogue
"This keeps coming up, don’t use it then. A lot of us rogues enjoy what it brings when you think deeper about it than spending combo points on a hasty buff.","Jul 13, 2022 7:46 am",Rogue
"It increases energy regen by 15% passively when activated (needed) , it increases attempts at getting trinkets to proc on say flayed wing toxin, weapon enchant procs, it further increases shadow techniques proc time, increases chance for the Outlaw kids to get off hand strikes and secondary strikes with their mastery and further increases the value of that 75% proc to get 10 energy for them, increases poison procs for those who are Assassination and affects energy regeneration even further, increases auto attack damage by a considerable amount as well.","Jul 13, 2022 7:50 am",Rogue
"Take it off your bars instead of saying this nonsense, they won’t give us a new ridiculous finisher and they aren’t bringing real recuperate back. Any Rogue who loves roguing can appreciate the benefits that this small thing brings. It is a very valuable, if you have deeper strategem - you rarely think about it as is because it gives close to a minute long buff.","Jul 13, 2022 8:31 am",Rogue
"Yeah, the subject keep comming back.
I agree Blizz instead of perma removing it, could give an alternative for all spec, not only Sub… Oh, wait, it’s actually what Blizz did! Sin have SnD refreshed after CP finisher, Outlaw have 1 hour of its duration, so he/she forget SnD exist, and Sub got it automatically at the beggining of every fight thx to Premeditation!
And look! With the new talent system you are not forced to choose between Prem and other viable abilities, because it cost only 1 talent point on a huge tree of points!
With all that in mind, the fans of the classic WoW abilities still can use it, and the game is fun for them too, not only for players don’t like SnD!","Jul 13, 2022 12:16 pm",Rogue
"If that isn’t cool, I don’t know what is.","Jul 13, 2022 2:03 pm",Rogue
I disagree in the case of outlaw. That spec is already fast paced and adding another maintenance buff is un-fun.,"Jul 13, 2022 2:23 pm",Rogue
I actually like SnD for assassin though.,"Jul 13, 2022 2:35 pm",Rogue
"Totally agree Outlaw has now a shi…load of (not all fun) abilities needed to be pressed, not like it was earlier. One of the reasons I stop to play this spec tbh.
One of that kind of ability is Between the Eyes - so cool, thematic and satisfied after pressing it in Legion, now reduce to some crit buff.","Jul 13, 2022 3:58 pm",Rogue
SnD as an active ability is not fun or exciting. It makes way more sense to have it as a passive.,"Jul 13, 2022 4:42 pm",Rogue
"I mean I think SnD should be a passive, not gotten rid of.","Jul 13, 2022 4:59 pm",Rogue
I play Assassination so SnD is press once at the beginning of the fight and maintain it by envenoming. It was an important ability back in Vanilla but were at the point where it really should just be a passive that occurs once we use a combo spender attacks and combo points spenders add to its duration.,"Jul 13, 2022 5:20 pm",Rogue
