comment,date,class
"Fully agree MotFW should be baseline, should have been baseline instead of being a level 24 passive. Blizz really needs to stop trying to shove DW down our throats. If they insist on Frost being DW, then give us a 2h DPS spec that doesn’t involve a permanent ghoul and isn’t a tank.","Oct 22, 2022 8:04 am",Death Knight
you can still loot and equip 2h weapons without motfw.,"Oct 22, 2022 9:53 am",Death Knight
"you missed the point, classic kelliste","Oct 22, 2022 3:23 pm",Death Knight
Ok mr troll,"Oct 22, 2022 3:51 pm",Death Knight
"Ya this is extremely tilting for me, I was so bummed when I figured this one out.","Oct 22, 2022 6:48 pm",Death Knight
"It’s crap design on their part. Whoever is in charge of DKs really needs to have his or her position reconsidered because they really dropped the ball here. As it stands now, the 2 specs I enjoy most are not looking fun. Ret Paladins are under tuned and 2h Frost can’t even spec Obliterate build.","Oct 24, 2022 7:49 am",Death Knight
Now time to wait for a certain poster to come in and say this is a good thing because it pushes DW.,"Oct 26, 2022 5:31 am",Death Knight
"Yup, literally not being able to properly use my already equipped weapon the second the prepatch drops is a horrible feeling. I spent hours on the beta trying to make it not feel like garbage at 60 to use a 2 hander, and it just doesn’t work. Having to wait a month for one freaking talent point to make it viable is just senseless.","Oct 26, 2022 5:32 pm",Death Knight
"Lets be honest, it sucks that blizz shafted us while pals, dh’s and shamans are running around with their iconic weapons mogs avaliable.","Nov 7, 2022 7:35 pm",Death Knight
Finally a hill worth dying on. It’s a legitimate argument DKs need some love.,"Nov 7, 2022 10:48 pm",Death Knight
"Brand new Frostmourne model that Blizzard uses no where in the game except in the Frost DK Artifact quest to show us what we would not be getting:
https://imgur.com/a/JqdpX","Nov 8, 2022 2:53 am",Death Knight
omg all my yes please. Blizzard please…,"Nov 8, 2022 3:25 am",Death Knight
Really? This topic again? Its already been played out and dead and its the same old arguments that have been debunked for years now. Just move on already.,"Nov 8, 2022 7:10 am",Death Knight
"Never, I’ll die on this hill","Nov 8, 2022 10:15 am",Death Knight
Logged in just to say this… I hated the frostmourne shard ice tooth picks we got. PLEASE CAN WE GET FROSTMOURNE.,"Nov 8, 2022 11:01 am",Death Knight
If you want to waste your time go for it. It makes no sense for anyone to have Frostmourne.,"Nov 8, 2022 11:09 am",Death Knight
"It also makes no sense for someone to have ashbringer, warglaives or doomhammer but here we are.","Nov 8, 2022 1:00 pm",Death Knight
I don’t think it is a huge ask for blizzard to give DKs frostmoune. It’s just a Transmog.,"Nov 8, 2022 1:14 pm",Death Knight
Hell yeah! Could make some pretty cool transmog outfits with it.,"Nov 8, 2022 2:47 pm",Death Knight
"As a wrath classic dk player i agree, frostmourne mog to all the retail dk players!","Nov 8, 2022 5:12 pm",Death Knight
"Ashbringer I agree, it was at the bottom of a lava pool with no explanation of how it got out. Warglaives werent destroyed, and Thrall passed his weapon on.","Nov 8, 2022 5:15 pm",Death Knight
"Frostmourne on the other hand was DESTROYED. Shattered, broken, and the shards used to create something new.","Nov 8, 2022 5:23 pm",Death Knight
"So, it’s just a transmog being request. I do not have a DK but I can see why it is wanted. I do not think it is a huge ask. If anything, DKs can have frostmorne reforged in the shadowlands if you want an in-game reason.","Nov 8, 2022 5:32 pm",Death Knight
"Yeah, ask the guy that was basically enslaved and forced to make these items that prevented souls from getting to the shadowlands to reforge it.","Nov 8, 2022 5:50 pm",Death Knight
Are you seriously arguing against something the DK community wants?,"Nov 8, 2022 5:50 pm",Death Knight
How does this impact your gameplay?,"Nov 8, 2022 5:56 pm",Death Knight
Or do you just like to be “that guy”? And if someone says the sky is blue and you want to argue about that too?,"Nov 8, 2022 6:06 pm",Death Knight
Either way what’s wrong with you? Did mom not call you cute this morning?,"Nov 8, 2022 6:10 pm",Death Knight
"For many of us, a lot of thought goes into finding the perfect names for our virtual alter-egos…","Oct 27, 2020 2:18 pm",Death Knight
"Countless hours spent staring at the character creation screen, entering variation on variation of class-relevant words and phrases to find the one that has yet to be claimed.","Oct 27, 2020 7:11 pm",Death Knight
This thread is to dedicated to recognizing the greatest of us overthinkers and nameaholics:,"Oct 27, 2020 8:10 pm",Death Knight
"What are the best, funniest, most creative and/or most relevant DK Names you’ve seen in your Azerothian encounters?","Oct 27, 2020 9:29 pm",Death Knight
"…Those names that got you to stop and crack a smile, perhaps with a nod of respect to they mighty keyboard warrior behind the screen.","Oct 27, 2020 9:35 pm",Death Knight
"Either one of yours, or a name you’ve seen in passing.","Oct 27, 2020 9:39 pm",Death Knight
Let us inspire the next generation of up-and-coming Deathknights to “up their name game” and join the ranks of the revered.,"Oct 27, 2020 10:41 pm",Death Knight
<<< as Greek mythological king,"Oct 27, 2020 10:51 pm",Death Knight
Mine is obviously the best.,"Oct 28, 2020 12:02 am",Death Knight
Meathole clearly,"Oct 28, 2020 8:35 am",Death Knight
"I like my name, just don’t Google it.","Oct 28, 2020 10:19 am",Death Knight
"Galeas AKA Galahad, greatest of Aurthur’s knights","Oct 28, 2020 12:52 pm",Death Knight
Skeletorque! And aside from flying I ONLY drive my mechano-hog,"Oct 29, 2020 7:49 pm",Death Knight
Went with one of the four horsemen.,"Oct 31, 2020 8:54 am",Death Knight
"I do really like Rotandroll though, that got a chuckle.","Oct 31, 2020 9:05 am",Death Knight
My second dk is Rigormortits. Female dreani.,"Oct 31, 2020 11:35 am",Death Knight
dont mind the hair…I just woke up.,"Nov 1, 2020 3:08 am",Death Knight
Supreme leader and the first of the White Walkers!,"Nov 1, 2020 9:32 pm",Death Knight
Tauren Death Knight - Gristle (tuff part of the steak),"Nov 1, 2020 9:37 pm",Death Knight
I think mines pretty funny…,"Nov 2, 2020 1:01 am",Death Knight
I would like to see both 2-Hand combat and Duel-Wield combat style return for all 3 Death Knight specs.,"Jun 4, 2022 4:33 pm",Death Knight
It could be simply given baseline or it might also be good as a talent.,"Jun 4, 2022 5:33 pm",Death Knight
"Edit: As a poster mentioned below, perhaps it is a better idea to make 2-Hand the default and Duel-Wield something you can talent into? I like this idea and Im sure could be tuned and introduced in such a way as to benifit not just Frost but Blood and Unholy as well.","Jun 4, 2022 8:06 pm",Death Knight
"My original idea, was to implement a talent with an “either/or” 1 pointer, where you would chose if to go into 2-hand or duel-wield, however after thinking a bit more and reading some feedback here, that could be harder/more convoluted to balance and would likely br needlessly complicated.","Jun 5, 2022 2:15 am",Death Knight
"Just an idea, as I always thought it felt very good and was interesting that Death Knight could choose the style they want for combat.","Jun 5, 2022 7:40 am",Death Knight
Is this something that other Death Knights miss or newer ones would like to experience?,"Jun 5, 2022 7:57 am",Death Knight
"2 Handed should be default for all 3 specs and dual wield should be a talent, giving you the benefit of an extra runeforge.","Jun 5, 2022 9:11 am",Death Knight
And what would this talent do exactly? Is it going to give Blood and Unholy the Threat of Thassarian passive that frost has which is basically hidden at this point? Why would anyone use a 2h instead of DW? Same damage output + 2 runeforges are better than 1 runeforge. Are they going to have to make an incentive to pick a 2h then and having a motfw talent somewhere in these trees to give some value back to 2h weapons?,"Jun 5, 2022 5:47 pm",Death Knight
Unholy and Blood werent designed for the use of DW. It would be a trap talent if it was just “here you can DW now as blood or unholy”. Yeah you might get 2 runeforges but you are missing a lot of damage since your offhand would be doing nothing if not addressed.,"Jun 5, 2022 6:43 pm",Death Knight
It would run into the same problems with 2h for frost. Frost was designed for DW and you have issues that need to be worked on for that and it would just be the opposite for Unholy and Blood both being designed with a 2h.,"Jun 5, 2022 7:27 pm",Death Knight
There is already room for people to royally screw up their class with not picking things like Runic Empowerment / Runic Corruption I dont think its wise to throw in trap talents as well.,"Jun 5, 2022 8:25 pm",Death Knight
+1,"Jun 5, 2022 9:02 pm",Death Knight
This is likely a better way to go about it.,"Jul 6, 2022 12:09 pm",Death Knight
"Im not a game designer, I just love to play. I really thought it felt amazing back in the day when I could choose to Duel-Wield or 2-Hander in any DK spec.","Jul 6, 2022 1:00 pm",Death Knight
I wouldn’t care how it implemented as long as it felt good.,"Jul 6, 2022 1:21 pm",Death Knight
"I dont mind people having access to DW if they like it, but there needs to be a proper balance between 2h and dw. If dw/2h were just baseline and dw by default only hit with MH when using abilities then they have a talent that allows 2h to use a second runeforge, but also allowed dw to hit with the OH when using abilities.","Jul 6, 2022 4:31 pm",Death Knight
"currently having frost 2h hidden behind a talent means that 2h frost loses a talent point with no gain in output. The 30% obliterate damage and increased KM chance is to compensate the lack of 2 runeforges and not a dps bonus, so there is really no gain for spending a talent point when you take it.","Jul 6, 2022 6:11 pm",Death Knight
"also a lot of frost is based on number of attacks, like icecap and KM procs, which gives dw an advantage. I think if they changed this to proccing off certain abilities that are uniform (like froststrike or FF ticks) for both 2h and dw it would help.","Jul 6, 2022 6:29 pm",Death Knight
"What would be done with DW blood and unholy? There would be no reason to take it unless you want to tank your DPS. You would be losing damage, and not really gaining anything. A second runeforge while strong, isnt just going to magically make DW good on these specs.","Jul 6, 2022 6:55 pm",Death Knight
"Its the same thing with 2h for frost. When they just implemented 2h in the beta without MotFW it was absolute garbage. It wasnt worth it what so ever. Less KM procs, the damage was lower because no 2 runeforges doesnt work well with some talents and there are more going into DF like Cold-Blooded Rage.","Jul 6, 2022 6:55 pm",Death Knight
It has been a minute since I’ve seen one of the mog forums posted. Figured it be fun to see everyone’s mogs before DF.,"Aug 21, 2022 7:25 pm",Death Knight
I was trying to make a greenish purple one with my current set up for a necromsncer esk touch I suppose.,"Aug 21, 2022 9:36 pm",Death Knight
Let’s see those Mogs!,"Aug 21, 2022 9:48 pm",Death Knight
,"Aug 21, 2022 9:50 pm",Death Knight
,"Aug 21, 2022 9:51 pm",Death Knight
,"Aug 22, 2022 12:10 am",Death Knight
,"Aug 22, 2022 12:22 am",Death Knight
,"Aug 22, 2022 12:33 am",Death Knight
,"Aug 22, 2022 12:34 am",Death Knight
,"Sep 22, 2022 8:41 pm",Death Knight
,"Sep 23, 2022 11:41 am",Death Knight
,"Sep 28, 2022 10:44 pm",Death Knight
,"Sep 30, 2022 8:16 am",Death Knight
,"Oct 3, 2022 6:59 pm",Death Knight
,"Oct 6, 2022 6:26 pm",Death Knight
,"Oct 11, 2022 1:52 am",Death Knight
,"Oct 18, 2022 2:54 am",Death Knight
We can just stop at me for I have the best DK mog.,"Oct 18, 2022 12:06 pm",Death Knight
/thread,"Oct 18, 2022 6:53 pm",Death Knight
I am a death knight,"Oct 18, 2022 7:06 pm",Death Knight
"Hey all! I came back to the game a few weeks ago, so I am pretty far behind the loop here. I’m trying to narrow down which class I’d like to focus on first in DF. My limited time sort of pigeon holes me in 1 class at a time. With that, I am wondering if DPS DK is looking pretty good for DF?","Nov 11, 2022 1:02 pm",Death Knight
"I think both Frost and Unholy feel really fun to play. Unholy got a ton of single target and AoE burst, with satisfying setup and execution. Also think Unholy scales the best in AoE for any class in the game. Frost is a beast when it comes to cleave, don’t think anything can beat it at 2 targets. Fast-paced with quick CD windows and big hits!","Nov 11, 2022 1:03 pm",Death Knight
"Awesome! I’ve been playing around a little bit with frost DK, mainly just questing and doing the timewalking dungeons. I like the feel of frost, but I’ve also been doing such trivial stuff with it, that I’m not sure if it is a good precursor to anything.","Nov 11, 2022 1:07 pm",Death Knight
"I’ve narrowed it down to DK, Feral druid or maybe even Warrior.","Nov 11, 2022 1:26 pm",Death Knight
Warrior is fine if you don’t have a meter installed right now,"Nov 11, 2022 1:30 pm",Death Knight
"but after messing around on my dk a bit, specifically unholy, it feels great
i especially like plaguebringer having an emphasis on diseases in combination with superstrain/unholy blight, and Gary does pretty good damage again
amazing survivability with imp death strike and lichborne damage resistance/ibf, amz/ams
the only department unholy really suffers from is burst mobility while still being able to DPS, but it’s honestly a fine tradeoff","Nov 11, 2022 1:34 pm",Death Knight
Great! I honestly haven’t played Unholy since WotLK (I took several years-long hiatuses after WotLK); does it play like a DoT management?,"Nov 11, 2022 1:40 pm",Death Knight
"with superstrain, plaguebringer, and unholy blight, yeah
shame we can’t get a talent to make festering strike extend dot durations like it used to, but it does play as a disease rot build when you spec for it","Nov 11, 2022 1:42 pm",Death Knight
"Between frost and unholy, are they about the same in terms of play difficulty?","Nov 11, 2022 2:19 pm",Death Knight
"can’t really comment on fdk, since i have touched the spec since cata
But unholy is big on cd execution and resource management still
if you’re able to balance your runes and rp spending properly, you’ll see huge results","Nov 11, 2022 3:20 pm",Death Knight
"depends on the build, dots are easier to play than breath for example but you manage more small cds. When I say easier I mean Unholy dots are less dependent on position and if you need to you can use Death Strike where with BOS you have to be careful to only use DS if needed on Dark Succor procs.","Nov 11, 2022 3:49 pm",Death Knight
Are you on crack? Frost no matter the build is 100% simpler than any unholy build. BoS is just slightly more complex cause it changes basic rotation a tiny bit.,"Nov 15, 2022 8:35 am",Death Knight
Most people would said BOS frost > Unholy >Obliteration Frost for PVE.,"Nov 15, 2022 5:32 pm",Death Knight
A lot of people who find unholy challenging don’t have a proper UI or way to track wounds. They also think it has more buttons than Frost which still confuses me . Maybe it’s a counting issue?,"Nov 16, 2022 6:54 pm",Death Knight
Frost has fun things to micro manage like remorseless winter and chains stacks. A lot of reactive procs.,"Nov 16, 2022 9:25 pm",Death Knight
Unholy has a combo point system but you pretty much always know what button you are gonna press next.,"Nov 17, 2022 3:58 am",Death Knight
Play what you enjoy most. I swap between the two. Neither are hard by any means.,"Nov 17, 2022 10:05 am",Death Knight
"0/10 troll, utter fail.","Nov 17, 2022 12:19 pm",Death Knight
"Glad to see this thread. I’ve also been gone a while, and just picked up the xpac. Hoping to get feedback on how my ole DK might perform. Anyone also play DH? Any thoughts between FDK & DH? Sorry if I’m hijacking.","Nov 17, 2022 12:46 pm",Death Knight
"I’m just somewhat disappointed that DK didn’t get any new abilities. While I appreciate the new passives and the talent freedom, I don’t think I’ll get over the fact that my ability bar is exactly the same.","Nov 17, 2022 1:18 pm",Death Knight
Seeing a lot of DW frost DK’s even in PvP is that just because of the way talent trees are right now? Will 2H still be the way to go for PvP come DF launch?,"Nov 18, 2022 10:18 am",Death Knight
Thanks for the replies,"Nov 18, 2022 10:25 am",Death Knight
"If I’m not mistaken, currently 2h frost pvp isn’t viable. The way for the pre-patch is dw.","Nov 18, 2022 12:41 pm",Death Knight
Mistaken. I have not had any issues using 2h.,"Nov 18, 2022 7:34 pm",Death Knight
So I am currently leveling both a DK and War in anticipation but only want to play one through DF. Which is looking more promising especially in mythic+? I do play both tank and dps so all specs are game.,"Nov 17, 2022 8:18 am",Death Knight
Thanks for y’all’s help!,"Nov 17, 2022 10:00 am",Death Knight
"Any info you get on this now could very well be turned upside down with a single tuning pass, of which there are still plenty to come. Play what you enjoy. Both will be viable.","Nov 17, 2022 10:29 am",Death Knight
The best thing you can do is try them both out and pick what you enjoy most.,"Nov 17, 2022 11:12 am",Death Knight
They could easily buff or nerf any spec and final tuning hasn’t been done.,"Nov 17, 2022 4:33 pm",Death Knight
The things that won’t change for the most part is utility and buffs.,"Nov 18, 2022 8:02 am",Death Knight
"DK’s are the king at getting targets in position with death grip and slappy hands. When this is important it is easily the strongest raid utility in the game. We also have amz, AMS cheese, DA cheese and the new melee swing debuff thingy.","Nov 18, 2022 8:19 am",Death Knight
"Warriors have their raid buff, rallying cry, spell reflect, charge and leap. I could be missing something (I don’t have a max level warrior).","Nov 18, 2022 4:52 pm",Death Knight
"I think it’s the best it’s ever been so far in terms of design and gameplay, what does everyone else think?","Oct 29, 2022 9:29 am",Death Knight
"Feels very smooth, damage seems good, loving the cc options. Having a variety of builds to use is realy fantastic for pvp.","Oct 29, 2022 9:40 am",Death Knight
Outside og wrath this would seem to be the best design for unholy.,"Oct 30, 2022 2:21 pm",Death Knight
Do plagues have a 50% duration in PVP? My virulent plague only lasts like 6-7 seconds in BGs. Even with the Ebon Fever duration is it not supposed to be like 13 sec or so?,"Oct 30, 2022 10:43 pm",Death Knight
Are you using plague bringer along with ebon fever? That lone will make it essentially a 7 sec duration in pvp.,"Oct 30, 2022 11:05 pm",Death Knight
"And not in PVE? In PVE Plaguebringer seems to accelerate how fast the disease damage is done, without causing it to run out faster. Does it work differently in PVP?","Oct 30, 2022 11:31 pm",Death Knight
"it should be the same in pvp or pve. One difference though, is if you apply it with UH blight, UH blight adds in pandemic timing since it reapplies the dot.","Oct 30, 2022 11:37 pm",Death Knight
"Better than Shadowlands, but worse than what I can remember of MoP, Cata, WoD and probably Wrath too from what I’ve seen and remember from real Wrath. My wrath DK isn’t 80 yet so we’ll see soon.","Nov 2, 2022 12:30 pm",Death Knight
"The build I’m playing is fun, but I’m not sure how great it actually is and it won’t be possible in Dragonflight.","Nov 7, 2022 6:54 am",Death Knight
"Yes, Virulent Plague has a shorter duration in PvP since BFA.","Nov 10, 2022 8:26 pm",Death Knight
Killing people in 8 seconds has never been better not to mention the outstanding healing,"Nov 11, 2022 1:40 pm",Death Knight
Loving the way it plays. Taking superstrain plaguebringer Gargoyle and adding festermight+ assault at 70 is exactly how I want the spec to play,"Nov 11, 2022 3:29 pm",Death Knight
That builds garbage,"Nov 14, 2022 1:30 pm",Death Knight
unironically what i was looking at doing for my dk,"Nov 14, 2022 6:37 pm",Death Knight
Fight me,"Nov 15, 2022 3:26 pm",Death Knight
I don’t remember asking bud,"Nov 15, 2022 5:08 pm",Death Knight
"It’s looking amazing but I’m definitely looking forward to the pvp talent 10.1 refresh, most of our pvp talents are either stale or worthless. Definitely miss the necrotic strike playstyle. That being said it’s the best iteration of unholy for pvp in the last decade, if only they would un-nerf VP duration in pvp like was mentioned in this thread. They’re really onto something special with this disease build but god damn if it isn’t burdensome.","Nov 15, 2022 5:13 pm",Death Knight
The 5 sec duration on plaguebringer is stressing me out with how good coil is and how high rp gen is tho,"Nov 16, 2022 12:37 pm",Death Knight
At least we don’t have to maintain PB on multiple targets lol. I’m loving the ‘new’ unholy.,"Nov 17, 2022 2:38 pm",Death Knight
Def need the VP duration un nerfed though.,"Nov 17, 2022 2:40 pm",Death Knight
"Blood feels nice right now, they feel like a solid tank. But, I feel they will get nerfed(since I am excited) lol. It’s nice to not have to rely on a healer, necessarily, but to sustain mostly without. Are they OP right now? Or should this remain?","Nov 14, 2022 11:53 pm",Death Knight
In what content?,"Nov 15, 2022 12:09 am",Death Knight
They just got Buffed…why would they nerf them?,"Nov 15, 2022 5:41 pm",Death Knight
Because this is Blizzard we are talking about…,"Nov 18, 2022 7:13 am",Death Knight
"Blood DK is amazingly good tank, but rest assured, while Warriors exists, you are 100% safe.
Warriors is, surprisingly, an even sturdier tank than BDK. Not by a super large margin, but definitely noticeable.
BDK is useless in PVP though, don’t get excited for “Tank PVP”","Nov 18, 2022 10:36 am",Death Knight
"When logging on today, I tried to change a rune on a weapon. Rune of hysteria is highlighted and I can enchant only that rune. I cannot select any other rune to enchant. Is anyone else having this issue?","Nov 15, 2022 9:37 pm",Death Knight
I guess Blizz figured they already gave you enough choices with the new talent system.,"Nov 15, 2022 10:48 pm",Death Knight
"Im kidding by the way, suffer well.","Nov 15, 2022 11:19 pm",Death Knight
Yep. Broken for me and was apparently reported on the beta. Small indie things!,"Nov 16, 2022 12:05 am",Death Knight
"Reported this on the beta the last 2 weeks. Very unfortunate that it wasn’t fixed since it’s a pretty big issue for DKs, both from a fantasy and DPS perspective.","Nov 16, 2022 12:26 am",Death Knight
"Someone posted a work around for it.
Work around for it,","Nov 16, 2022 5:48 am",Death Knight
"in the search area type some key words for the specific rune and close the runeforge GUI. Reopen, it should filter out your most recent search and allow you to rune forge.","Nov 17, 2022 9:05 pm",Death Knight
Hopefully this gets fixed soon as people were talking about it.,"Nov 18, 2022 1:44 am",Death Knight
"Thank you for this, I just made a DK to level as a tank, and couldn’t get fallen crusader selected, so I assumed it was bugged and just showing stuff I hadn’t learned. Upon reaching 20 I saw I learned a new one, but still couldn’t get off of razorice. But the workaround does work, thankfully. But, yes, hopefully it gets an actual fix asap.","Nov 18, 2022 10:15 am",Death Knight
I’m trying to make an AoE burst macro for unholy and I’m slightly unsure how to get the the reset timer right and if its possible to add an @player Death and Decay into it.,"Nov 17, 2022 1:07 am",Death Knight
"Heres what i have so far:
#showtooltip","Nov 17, 2022 3:53 pm",Death Knight
"/castsequence reset=1.5 Unholy Blight, Dark Transformation, Festering Strike, Unholy Assault, Vile Contagion","Nov 18, 2022 6:39 am",Death Knight
Hi! I’m coming back to the game after not playing since when wothlk originally launched. With that being said can I only make a death knight in wow classic? or am I able to run it in the newer build of the game especially with the new dlc preparing to drop? also if you have any tips aside from the question ill gladly take them!,"Nov 17, 2022 5:57 pm",Death Knight
"yes, you are able to make a death knight in the current game","Nov 17, 2022 9:23 pm",Death Knight
there are currently no restrictions to making DKs on live so you can actually make more than one if you wish,"Nov 17, 2022 9:54 pm",Death Knight
Do i have to reach 55 prior to doing so?,"Nov 18, 2022 4:12 am",Death Knight
No thats gone.,"Nov 18, 2022 4:22 am",Death Knight
"Hello there, I am requesting that the Blood Elf death knights be allowed access to the new options that have been given to the regular Blood Elf population that allows them to be Dark Rangers. There are a few reasons why I believe this should be the case. I will go over two.","Jun 1, 2022 2:22 am",Death Knight
"One: Night Elves get the Night Warrior eye coloration, and I believe it is a little unfair that the Blood Elves do not get access to the Red Eyes in the same situation. Granted, I am aware that the Night Warrior eyes were hotfixed in after the eyes were given, and would like to request that Blood Elves be given the same treatment.","Jun 1, 2022 2:35 am",Death Knight
Two: There is a Dark Ranger Death Knight NPC already by the name of Lady Alistra. She has the Red Eyes already.,"Jun 1, 2022 2:51 am",Death Knight
"That is the character in question. So lore wise, Dark Rangers becoming Death Knights is already established. I hope my request seems reasonable with the previous facts provided. Have a nice evening.","Jun 1, 2022 3:47 am",Death Knight
Do it.,"Jun 1, 2022 7:10 am",Death Knight
Give it to void elf dks too,"Jun 1, 2022 7:21 am",Death Knight
"Hi I just want to put my two cents in here too. When I unlocked dark ranger customizations I rushed over to my DK only to find they weren’t available, when even the night warrior eyes are. I found it pretty disappointing that death knights can’t have the red eyes/skin color combo.","Jun 1, 2022 7:43 am",Death Knight
Currently I settled for my paladin having the dark ranger customizations who now looks far more intimidating than my death knight.,"Jun 1, 2022 8:00 am",Death Knight
I hope that at least the red eyes can be added for death knights in the future.,"Jun 1, 2022 8:32 am",Death Knight
PS I absolutely loved that these customizations were a complete surprise,"Jun 1, 2022 8:35 am",Death Knight
inb4 Kelliste says something about lore.,"Jun 1, 2022 8:39 am",Death Knight
Why do you have a hard on for trashing on people? Seriously do something better with your life.,"Jun 1, 2022 8:42 am",Death Knight
"And yes, there is a lore reason as to why DK’s have blue eyes, not red, not purple, not yellow, but blue. Its because of the magics used to create them. Lady Alistra is most likely a banshee in the flesh which are really good at unholy magics because thats how they get their body back. Death Knights dont go through that process. I dont think the night warrior eyes were intended for death knights either but once they were able to use them because of whatever reason, they had to keep the option in. Lore wise, death knights shouldnt be able to have the night warrior eyes, and in fact it shows that eye color is based on magics and certain processes, just like Dk eye color and Blood Elf eye color, Night Elf eye color, Nightborne eye color, Void Elf eye color.","Jun 1, 2022 8:43 am",Death Knight
"Red eyes are also a certain process. If you dont like the lore and you dont like the dk, just say so, its pretty clear with how much people want to change dk’s to not be dk’s.","Jun 1, 2022 8:47 am",Death Knight
It’s a special kind of silly to point to lore as to why something can’t be done when the devs completely ignore lore when it suits their purpose.,"Jun 1, 2022 8:53 am",Death Knight
Then its worse to try to use lore to support a change that the lore doesnt support.,"Jun 1, 2022 8:58 am",Death Knight
"Considering that lady alistra is a banshee and a death knight it leaves the implication that banshees can be elevated and made to be a death knight.
That said. What makes more sense? A darkfallen death knight (the request of which is what this fourm is about)","Jun 1, 2022 9:02 am",Death Knight
Or a darkfallen paladin (which is currently available-and- would technically be an undead paladin),"Jun 1, 2022 9:07 am",Death Knight
If blizzard is going hard on letting players be what they want (as we see with the new upcoming class race combos) it only makes sense to me personally that death knights should be allowed the new options,"Jun 1, 2022 9:46 am",Death Knight
Honestly i would take things a bit a fuether with death knights. Considering the new options are locked to one skin tone with the eyes its my opinion that since death knights are already undead that maybe they be allowed to have the red eyes with different skin tones (or at the very least only with the special undead skins they have access to),"Jun 1, 2022 10:05 am",Death Knight
"What if… Frostscythe now work like this
Frostscythe cleaves all enemies in front of the Dk dealing X dam, dealing 4x dam when consuming Killing Machine, if Rime is proced by Frostscythe it is consumed and a second froscythe is cast as if KM is consumed.
just ad so more oomph to it and the sick animations of multiple frostscythes. they can make it so it can chain a max of 2 times or just once depends on the numbers.","Nov 16, 2022 5:29 am",Death Knight
Im on the questchain for the dk campaign and im on the specific quest of The Ruined Kingdom but when i fly to stormguard its has been layered and phase into a different castle that i cant reach trollbane. anyone got any tips or help???,"Nov 15, 2021 10:04 am",Death Knight
There should be an npc in front of the undercity that would allow you to revert the changes to pre bfa status.,"Nov 15, 2021 12:39 pm",Death Knight
"This happened to me, too. And, I did speak with the npc, Midormi, to travel back in time pre bfa, and still, the newer Stromgarde version was present and Prince Galen not present. I think possibly a bug exist in these quest chains for those of us that created our DK in Shadowlands expansion.","Oct 21, 2022 3:53 am",Death Knight
"Same here. Just trying to get the Death Knight class mount and here I am, getting rammed in the booty by blizztard.","Nov 16, 2022 2:59 am",Death Knight
