comment,date,class
"Just wanted to share 2 very fun ele builds that I am currently using. Both are straight forward without a lot of fluff. Not saying they are crazy damage, top damage or anything like that. just saying I am really really liking both playstyles. Got me a new gaming PC so it is on for ELE in DF.","Nov 19, 2022 3:01 pm",Shaman
Let me know what you think.,"Nov 19, 2022 4:28 pm",Shaman
I’ll keep this short and to the point,"Nov 16, 2022 9:09 pm",Shaman
Elemental shaman has too many buffs to track now it’s exhausting to play,"Nov 17, 2022 8:01 am",Shaman
"Example:
Icefury stacks, Stormkeeper stacks, Echoes of Great Sundering, Master of the Elements, Power of the Maelstrom, Electrified Shocks etc.","Nov 17, 2022 11:27 am",Shaman
Disclaimer: I’m enhancement and only run keys.,"Nov 17, 2022 2:39 pm",Shaman
"I ran a key with a ~3k ele sham yesterday and he was doing 30k sustained single target only with lightning bolt (he wasn’t running Icefury, didn’t use lava burst and had no totem to manage).","Nov 17, 2022 8:58 pm",Shaman
"So uhm… unless I’m missing something here, bloated applies to damage, not the rotation?","Nov 17, 2022 9:03 pm",Shaman
"In theory you CAN build elemental shaman around a “rotation” that requires you to keep track of 5 or so buffs that don’t show up on your personal resource bar (AKA, really hard to keep track of without weakauras).","Nov 17, 2022 9:43 pm",Shaman
I only care about earth shield everything else just use something after lava burst Earth shock for example,"Nov 17, 2022 9:57 pm",Shaman
"If you play all of those talents at the same time then I see your concern, however you can simplify the selection without losing much overall DPS, and with a smaller margin for error may even increase your DPS consistently with a simpler approach.
The option to CHOOSE to complicate a spec moreso to increase damage by making a more difficult build more rewarding with good execution is in my opinion excellent design.","Nov 18, 2022 6:11 am",Shaman
"Try going heavy into sundering and earthquake and not playing ice fury, or play master of elements without sundering and select all of the fire talents on the right side. Experiment! Have fun with it, but definitely don’t feel like you have to play one singular build. You can be viable and effective simply with proper execution and the kicker is you will have fun playing your way.","Nov 18, 2022 7:15 am",Shaman
"I could see the argument that it’s good design if it was like that for all specs, but why would anyone want an over complicated spec when they can just look elsewhere","Nov 18, 2022 8:16 am",Shaman
"The point is that you can choose to make it not complicated, that’s what I mean. You don’t HAVE to take master of Elements, echoes of sundering AND icefury. You can take one of them if you want, or two! Whatever your comfortable with. Keep in mind at level 70 you will have 5 more points on your spec tree to move around which will give you more freedom to create builds that you enjoy.","Nov 18, 2022 6:52 pm",Shaman
isnt just buff but little “windows” of dmg…that u need to keep track of,"Nov 18, 2022 7:21 pm",Shaman
"u can play an easy rotation? yes, u can even play w/o putting talents at all too , just spam LB …that doesnt make it any better.","Nov 18, 2022 9:06 pm",Shaman
Dh spamms one button and deals a lot of DMG. My logic is to follow those classes,"Nov 18, 2022 11:13 pm",Shaman
"I know many players that would advocate for MORE complicated options that offer better rewards with perfect execution. I also play with many guys who want what you want, something simple yet effective (try a BM hunter btw, your welcome!) the best design is to have multiple paths, and I think that’s what they are tying to go for here although it is clearly a work in progress. Unless you are pushing for top world rankings in a form of content, your playstyle preferences can be met regardless of the class/spec you prefer to play. This is good news!","Nov 19, 2022 9:17 am",Shaman
5% damage buff after the next weekly reset.,"Nov 18, 2022 6:59 pm",Shaman
"25% nerf followed by 10% buff, now 5% buff.","Nov 18, 2022 7:50 pm",Shaman
Think that puts it where most people thought it should’ve been.,"Nov 18, 2022 8:21 pm",Shaman
"Satisfied, I guess.","Nov 18, 2022 8:52 pm",Shaman
.75 x 1.1 = .825 x 1.05 = .86625.,"Nov 18, 2022 9:00 pm",Shaman
So the 25% nerf is now a 13.325% nerf.,"Nov 18, 2022 9:54 pm",Shaman
So we got 11.675% of the 25% back.,"Nov 18, 2022 11:28 pm",Shaman
5% damage it’s nice but dosen’t change anything if they don’t nerf DH,"Nov 19, 2022 12:22 am",Shaman
Someone can correct me if Im wrong but I dont thinks thats how these aura nerfs/buffs work. As far as I know its just a number tacked on to our base damage they can dial up or down for balancing. So if we were at everything x.75 we would be at everything x.9 now. With the bug fixes that came out with the first buff though physical builds especially took a bit of a hit so they did not actually get a 10% buff.,"Nov 19, 2022 1:10 am",Shaman
we are already so strong lol we faceroll top dps in all the instances i run since prepatch,"Nov 19, 2022 1:54 am",Shaman
You’d be correct if the change was an actual reversal of 15% of a 25% aura nerf. But I don’t think that’s been the case with the recent changes.,"Nov 19, 2022 7:51 am",Shaman
(topic deleted by author),"Nov 19, 2022 6:30 am",Shaman
"Dear the developer,","Nov 18, 2022 8:59 pm",Shaman
"The new Elementals look amazing. I really hope we get them as glyphs for ours. I’m gonna riot if we don’t. While you’re at it Blizz, new Ascendant appearance when","Nov 16, 2022 7:25 am",Shaman
Bro they totally should make ascendency look like grimtotem(Tauren serving razegeth). Expect change it based off element of course.,"Nov 18, 2022 7:39 pm",Shaman
"I agree, I hope we get them as glyphs. Though, I’m not sure messing up your room whilst shouting will make it happen.","Nov 18, 2022 7:49 pm",Shaman
Elemental orbit is causing earth shield to cost 20% mana instead of 10% mana when cast on the shaman.,"Nov 3, 2022 5:21 am",Shaman
Still costs 10% mana if cast on someone else or w/o elemental orbit talent.,"Nov 3, 2022 9:12 am",Shaman
Presumably a bug. Pretty huge downside for elemental orbit if it’s intentional or doesn’t get fixed.,"Nov 3, 2022 10:04 am",Shaman
"As awful as it sounds, I bet that’s intentional. I just feel like the standard would have been set at 10%. For it to get to 20%, someone would had to have purposefully changed it… right? Haha.","Nov 4, 2022 9:29 am",Shaman
Idk nothing about no coding. But that makes sense to me.,"Nov 4, 2022 1:32 pm",Shaman
"And for the benefits of it being up on two people, I can see them justifying the increased mana cost.","Nov 18, 2022 5:29 pm",Shaman
However I don’t see it as an issue. I hadn’t even noticed haha,"Nov 18, 2022 5:52 pm",Shaman
It’s a big issue for PvP.,"Nov 18, 2022 6:57 pm",Shaman
"So Resto feels good, but man…both Enhancement and Elemental just feel absolutely horrible. And it’s not just the damage and the survivability ( or mobility in Ele’s case ) but the abilities. Nothing feels synergistic, everything feels clunky. And I absolutely HATE having to fall back on cast-time spells as enhancement when all my abilities are on CD.","Nov 16, 2022 4:29 pm",Shaman
"Is this something solved by just stacking haste, or did we just get shafted again as a class?","Nov 16, 2022 4:40 pm",Shaman
"Haste will help, but usually there are not that many gaps if you play with your full damage kit. AoE should be a non-issue, but if you are using Overflowing Maelstrom in single target, it can be more of a hindrance.","Nov 16, 2022 4:56 pm",Shaman
"Man, then I’m definitely doing something wrong. Sometimes I have a big enough gap to hard-cast 2 to 3 lightning bolts before something comes off CD. I feel like I’ve spent more time messing with talents on just this class than I have every other class combined.","Nov 16, 2022 5:11 pm",Shaman
I think Elemental has a very nice talent tree at 70 .,"Nov 16, 2022 5:33 pm",Shaman
Evoker has lust . So yet another class now has what was once a shaman spell,"Nov 16, 2022 6:08 pm",Shaman
U have what?,"Nov 16, 2022 6:56 pm",Shaman
"To be fair, I usually run with a Lava Lash build in PvE which has a lot more going on between frost shocks, Ice Strikes, Lava Lash, and Storm Strike along with Crash Lightning in AoE. I think Lava Lash is still going to make it’s way into your kit regularly even with a Storm Strike focused build.","Nov 17, 2022 7:46 am",Shaman
"Spenders hit hard, but you still want to defer them in PvE in favor of most things off cooldown if you are not about to hit the Maelstrom Weapon stack limit.","Nov 17, 2022 9:35 am",Shaman
On some rare occasions I’ve felt like the weapon imbues might not have been working until I refreshed them and this makes a huge difference in terms of MSW generation with windfury.,"Nov 17, 2022 11:26 am",Shaman
"For enhancement, there should not ever be a moment that you are hard casting. You must have incredibly poor talent choices, as more often than not I feel like I have TOO much to do and not enough time to hit all of my instant cast attacks. But the spec is about random windfury procs and random ability resets. Myself included, most enh shamans are saying it is a very fun feeling spec right now.","Nov 17, 2022 2:06 pm",Shaman
Elemental I’ll give you. It feels like i’m just a lightning bot and it’s a little boring.,"Nov 17, 2022 2:22 pm",Shaman
"Erm, as far as enhancement, the gameplay is perfect as it is (you never hard cast btw, if you don’t have at least 5 maelstrom, you don’t cast unless your target is unreachable for X amount of time).","Nov 17, 2022 2:37 pm",Shaman
"I personally think the uninspired issue is in the talents. My biggest problem at the moment is the baseline shaman tree that I absolutely don’t understand. I don’t understand why the last half of the ‘enhancement’ side is about totem management when we litteraly have no totem management outside tremor on specific occasions. I’m saying this because, currently, lava lash builds outside raiding exclude Windfury totem, and still, we don’t have to ‘manage’ WF totem, we just drop it again when it’s gone/out of reach.","Nov 17, 2022 3:38 pm",Shaman
"There is absolutely nothing enticing for enhancement in the whole 20 points part of the baseline shaman tree, so we just go the Ancestral guidance route because… well there’s no reason really but we have points to spend so there you go.","Nov 17, 2022 4:02 pm",Shaman
"Why isn’t Primordial wave in the baseline tree??? Ho right, because resto and ele have additional talents (even with choices!) making use of it for real… Enhancement gives haste","Nov 17, 2022 11:02 pm",Shaman
"The identity crisis of the class is real imo. The talent trees show that whoever is in charge of Shamans is having a hard time trying to figure it out. And here’s a clue: our identity isn’t ToTeMs, get over it already, ele and enhancement barely use any, MOVE ON BLIZZARD.","Nov 18, 2022 2:57 am",Shaman
"I would be more ok with totems being our identity if the most useful totems were not locked to restoration (link, tides, cloudburst, etc.)","Nov 18, 2022 2:28 pm",Shaman
Give ele and enhance earthen wall and ancestral protection totem. Bring grounding totem back into pve.,"Nov 18, 2022 5:58 pm",Shaman
im hitting SOOOO hard and my aoe is amazing.,"Nov 17, 2022 4:59 pm",Shaman
I hope we are going to be good at pvp for once lol,"Nov 18, 2022 10:42 am",Shaman
Buff stormstrike,"Nov 18, 2022 2:39 pm",Shaman
Dragonflight Melee DPS PVP Tier List - Bing video 39,"Nov 18, 2022 2:50 pm",Shaman
"If we want to be heard and get what we want! We Need to have one post with all the views and replies! I’m talking replies out in the 20ks to 100k. I’m talking get your mom, your dad, your sister, your brother, your other brother and girl/boy friend to view and reply! WE NEED TO BE A UNIT! How you think Shadow Priest got revamped? Tears, Tears, and Tears!!! We need more complaining!","Nov 16, 2022 8:30 pm",Shaman
Alright that’s all I got to say.,"Nov 16, 2022 9:29 pm",Shaman
What are our glaring issues? It seems like most people that post here hate something different.,"Nov 17, 2022 12:11 am",Shaman
IMO it’s not that doom and gloom;,"Nov 17, 2022 1:54 am",Shaman
"Resto needs more damage. Primarily, the damage should be centered around Flame Shock and Acid Rain. Should also gain some way to spread flame shock.","Nov 17, 2022 2:41 pm",Shaman
"Enhancement needs partial nerf revert. Stormstrike then needs a targeted buff, imo.","Nov 17, 2022 3:15 pm",Shaman
Elemental needs their non lightning abilities buffed in a way that makes them enticing to press.,"Nov 18, 2022 10:43 am",Shaman
Shaman is OP at level 70. Limit max was able to run across whole world with one button. They need nerf to healing and damage.,"Nov 18, 2022 12:37 pm",Shaman
"Feral Lunge fills a role-specific niche for Enhancement similar to Gust of Wind for Resto and Elemental. It is a low-impact, medium-cooldown movement ability that can assist in avoiding mechanics, prevent fall-damage/knockback effects, and increase DPS by maximizing the potential amount of time you have to execute your rotation, and minimizing the amount of time spent moving.","Nov 17, 2022 5:34 pm",Shaman
The basics of what would happen:,"Nov 17, 2022 11:24 pm",Shaman
The nitty-gritty of what would happen:,"Nov 18, 2022 12:04 am",Shaman
Not much to discuss here. Every 1 minute you can press Spirit Walk to instantly remove all movement-impairing effects and gain 60% movement speed for 8 seconds.,"Nov 18, 2022 10:35 am",Shaman
"Things get less explicit here and up for more debate. My personal suggestion is that Graceful Spirit reduces the cooldown of Spirit Walk by 15 seconds, and Spiritwalker’s Aegis grants an additional 2 removals of movement-impairing effects at 4 seconds and 8 seconds after the ability is cast. Since currently it requires 2 capstone talent points to reduce Spirit Walk to 45 seconds, a simple CD reduction attached to Graceful Spirit for Spirit Walk seems fair. Just like before, the second option is more worthwhile in PvP, but there is still a potential to beuseful in PvE content.","Nov 18, 2022 10:40 am",Shaman
Not much to discuss here either. Feral Lunge behaves as it always did.,"Nov 18, 2022 10:45 am",Shaman
"Go with the Flow would reduce the CD of Feral Lunge by 5 seconds per point, 10 seconds total. While I feel like this is not often worth the cost, very few people are using Go With the Flow currently, anyways. The rationale for Go with the Flow being 2 points is more of a macro talent tree design decision rather than a micro design decision. I will not pretend to have thought about how to restructure the tree to make Go with the Flow worthwhile.","Nov 18, 2022 11:26 am",Shaman
The talent primordial wave doesn’t seem to be working in the open world or in any non shadowlands content.,"Nov 2, 2022 10:22 am",Shaman
"It seems to want to use the shadowlands version of the talent, not the dragonflight version.","Nov 2, 2022 12:08 pm",Shaman
Can someone who paid for the DF expansion already confirm which version you are getting? ( If you go into macros and shift click Primordial wave into a new/blank macro it will show “Primordial Wave(shdowlands)” for me ).,"Nov 2, 2022 12:13 pm",Shaman
"It could be because you’re in the Necrolord Cov, and that’s confusing the system. I’m in the Kyrian Cov rn, and the talent is working for me inside and outside of SL. (I also don’t have DF purchased just yet.)","Nov 17, 2022 4:59 pm",Shaman
Try changing your cov to see if that does the trick.,"Nov 17, 2022 9:41 pm",Shaman
Yep that’s all we have for defensives. a single “d” astral shift that is actually worse than a sp passive on dmg reduction.,"Nov 17, 2022 1:59 pm",Shaman
Without having an additional one like ignore pain or an actual real defensive I can’t see ele being that fun in dragonflight. Ghost wolf needs to generate health back imo like 2 percent a second at a minimum. And something else all together as the mobility is laughable at best when gap closers and ranged casters have way better stuff.,"Nov 17, 2022 2:13 pm",Shaman
"It’s identity as a caster is clunky, more spells than last expac and honestly embarrassing to get killed by legit 1600 players in one mindgames go.","Nov 17, 2022 2:35 pm",Shaman
I dunno how to fix it but shaman looks really really bad for pvp.,"Nov 17, 2022 5:18 pm",Shaman
"Basically, this seems correct.","Nov 17, 2022 5:18 pm",Shaman
"What every video I’ve seen says about shaman pvp: still squishy, frowny face.","Nov 17, 2022 5:26 pm",Shaman
I wish we could revive in arena would be cool coz WHY NOT?,"Nov 17, 2022 6:46 pm",Shaman
Shaman:,"Nov 17, 2022 6:55 pm",Shaman
Not every class needs several different “reduce damage taken by x%” abilities to maximize effectiveness in “being burst down in PvP” situations. Variety is good.,"Nov 17, 2022 8:21 pm",Shaman
I wish all those were relatively strong. I use all and still die. Those aren’t remotely as good as most defenses in game. like vamp embrace is stronger than all of that above. So is ignore pain.,"Nov 17, 2022 8:39 pm",Shaman
"lol this isnt classic, none of those are relevant in arena. every other class has utility options while also not having a single dog defensive.","Nov 17, 2022 9:40 pm",Shaman
"Some of the issues I’ve been thinking about a lot lately are: what’s an Enhancement Shaman’s class identity in PvP? And why don’t many Enhancement shaman exist >2.1k in Arenas/RBGs/Hero of the Horde/Alliance? Outside of Turbocleave comps, where do we really fit in?","Nov 16, 2022 2:39 pm",Shaman
"The current PvP identity:
Nearly universally, Shaman are considered the kill target in PvP. We deal strong damage and have great self-healing, but have little in the way of defensive abiliites. We don’t have a built-in everything immunity like Iceblock, partial immunity like Turtle Shell or Die by the Sword, or after-death spells like Restitution. We have a ton of utility which disrupts the enemy team’s flow of battle and strong self-heals that can keep us alive in a pinch.","Nov 17, 2022 1:38 am",Shaman
"What the identity is lacking in PvP: We were designed as the glass cannons of the Azeroth. We’re the Berserkers of the Vikings, Gladiator’s of the Romans. If we’re nearly universally going to be the kill target, we should also be topping the DPS charts if we’re ignored. We were designed to have incredible pressure, but we’re also designed to be anti-tank mines - why else would Windstrike ignore armor?","Nov 17, 2022 9:36 am",Shaman
"The problem: The problem is how we operate within PvE content. The idea of a glass cannon spec is terrible for raids, since healers keep us alive and our mobility allows us to maneuver around tricky AoE. Thus, our damage receives a massive nerf so DPS raid meta isn’t just filled with blue bars. I fully understand it’s necessary for PvE, but it distorts our identity in PvP. In Arenas if our damage is gutted, we’re really only viable in Turbocleave. Since utility is shared amongst all specs, an RBG team can get better healing out of a Resto and better damage out of an Ele if Enhancement damage is gutted. We simply become non-viable since a different spec can fill the position better.","Nov 17, 2022 10:30 am",Shaman
"As a side note, many specs have increased generic mobility built into the new talent trees that they can maintain damage and healing during. Shaman do not, as we don’t do much damage as a ghost wolf.","Nov 17, 2022 12:23 pm",Shaman
"My proposed “easy to implement and balance” solution is a new PvP talent:
Imprint of the Wolf: The Shaman singles out a target, Stormstrike increases its movement speed by 15% when moving towards the target and reducing the targets healing taken by 40%. Their intense focus on this target reduces damage by 10% to additional targets hit by the Shaman.","Nov 17, 2022 1:42 pm",Shaman
"Doesn’t have to be Storm Strike, but putting it on a cooldown could have the negative side effect of reduced damage when switching targets, particularly if the first wasn’t killed.","Nov 17, 2022 3:34 pm",Shaman
"It’s an identity driven talent that is essentially a mortal strike effect for Shaman. This would reduce the Shaman’s reliance on Warriors, making it viable in more arena compositions. The current comps for RBGs typically only contain two melee outside of the base-sitters, often a DK for their grips and a warrior for their mortal strike. This ability would help cement the spec identity Enhance in RBGs: paired with Windstrike, we would become legitimate anti-tank mines. With the increased movespeed, we could also stick to the tanks easier, which maintains the status quo of ‘kill the Shaman’ and makes us a threat at all levels of PvP.","Nov 17, 2022 4:05 pm",Shaman
"It changes nothing for PvE, and requires no additional talent balancing outside of balancing the mortal strike/move speed/collateral damage effect, and allows the nerfs to our baseline damage to have less of an effect in PvP content.","Nov 17, 2022 4:45 pm",Shaman
"I ran a few BGs (no solo shuffle) last night on Beta with the Devs. I was running Doomwinds, elemental blast, elemental spirits, and all the Ascendance talents.","Nov 12, 2022 10:28 am",Shaman
"It really wasn’t too bad. The highest EB crit I had was a 100k EB with the 10 stack MW talent. I ran a couple games without the 10 stack MW crit talent and got lucky with two 50K EBs back to back. The rest of our damage is middle of the pack. I think the highest dam I did overall was around 8 or 9 million total, but I was playing objectives rather than zug zug the entire game at all the team fights.","Nov 14, 2022 1:12 am",Shaman
The hardest crit I took was a 250K fire breath from an Evoker. Almost a complete 1 Shot lol. They might wanna look at that ability before this goes live.,"Nov 14, 2022 5:21 am",Shaman
"The increased health pools definitely felt weird. There were times when I didn’t think I was doing much to lower my targets health bar, but there were several times when it seemed like they weren’t doing much to mine either. There were a few exceptions. With proper ramp up and CDs, a Ret can kill in a single stun. DHs were the only class - that I saw at least - that seem to constantly be applying real pressure… to everyone all at once without taking ANY damage themselves.","Nov 15, 2022 2:11 pm",Shaman
"While I was doing mid range total dps of around 8 to 9 mill, classes like DH, feral druid, Warlock and Evoker were pumping around 16-18 mill total.","Nov 15, 2022 3:45 pm",Shaman
"I think, as of right now, we’re a mid B Tier class… at least in terms of this BG beta test. But there were quite a few A and S Tier classes. Just what I saw personally. Was anyone else there?","Nov 15, 2022 5:40 pm",Shaman
Thanks for the feedback on this.,"Nov 16, 2022 1:45 pm",Shaman
"I can never bring myself to join one of these because I know I will inevitably just roll a rogue, and single out whichever dev is playing a healer and give them the sap treatment to make their time miserable as they are unable to play while I chain every last CC I have on them over and over, in my personal vendetta against them.","Nov 16, 2022 2:17 pm",Shaman
"I think, providing they don’t come for our heals, Enhance will end up in exactly where you’ve placed them — a mid B tier class. Arena team comps don’t seem like they will change all that much going into DF.","Nov 16, 2022 2:55 pm",Shaman
"Convince them to buff Stormstrike. Only feedback I’d have to give, buff Stormstrike. I don’t wanna play a LLash build.","Nov 16, 2022 3:24 pm",Shaman
"I think the problem blizz has is they don’t have a clue what Enh Shaman should be. We’re built to be glass cannons, high damage, high self heals, very little in the way of damage reduction. Basically the Berserkers of the Vikings, Gladiator’s of the Romans.","Nov 16, 2022 4:07 pm",Shaman
"The problem is: the idea of a Glass Cannon is terrible for raiding. The ‘glass’ part is compensated by healers and the mobility to avoid AoE, and the cannon part would just force most raids to play Enh meta strictly for the high damage output.","Nov 17, 2022 1:25 am",Shaman
"The second problem is that the devs don’t care enough about Enh PvP to actually allow us to play like we’re supposed to be played. There are not and have never been more than a few Enh Heroes of the Horde. There are extremely few Enh over 2.1k, relative to other classes. There are particularly few outside of Turbocleave, essentially the only arena comp we consistently perform well in.","Nov 17, 2022 1:29 pm",Shaman
Why am I unable to use Primordial Wave outside of Shadowlands when its in the talent tree?,"Nov 16, 2022 10:31 pm",Shaman
I had this issue when I was a necrolord. Go to Oribos and change your Covenant away from Necro.,"Nov 16, 2022 10:43 pm",Shaman
Should fix it.,"Nov 17, 2022 12:02 am",Shaman
Move PW from talent tree to action bar instead of the one from your covenant,"Nov 17, 2022 1:02 pm",Shaman
I just canceled my SUB and I won’t buy the expansion.,"Nov 13, 2022 11:40 am",Shaman
I play this game for enhancement and enhancement only.,"Nov 13, 2022 3:12 pm",Shaman
Problem is not only the 25% damage nerf.,"Nov 13, 2022 3:37 pm",Shaman
"Problem is DEVS doesn’t give a NYERK about enhancement and the miss communication about it kina prove it , they really don’t give NYERK about enhancement.","Nov 13, 2022 11:17 pm",Shaman
"Expansion after Expansion always the same , enhancement is NEVER a top tier class , NEVER","Nov 14, 2022 11:46 am",Shaman
Who want to play a class/spec that is last tier to the ground in a competitive game ?,"Nov 14, 2022 7:37 pm",Shaman
"utilities right ? who cares , it’s all about damage","Nov 14, 2022 9:08 pm",Shaman
"In Arena you win when you kill someone, having root totem , grounding , will help you survive , but you not gonna win a match without damage.","Nov 14, 2022 10:51 pm",Shaman
"I understand the nerf of 25% on elemental blast , but stormstrike , crash lightning , flame shock , frost shock … really needed a 25% damage nerf ?","Nov 14, 2022 11:08 pm",Shaman
I mean watch the dam pvp ladder and you will see there is NONE enhancement high ranked.,"Nov 15, 2022 12:51 pm",Shaman
I’ll buy the expansion and play the game if I ever see enhancement back on track in PvP.,"Nov 16, 2022 7:48 pm",Shaman
Until then !,"Nov 16, 2022 7:58 pm",Shaman
Have fun playing DH and Warlock !,"Nov 16, 2022 8:30 pm",Shaman
They unnerfed most things by like 17% recently. (10% baseline buff and 7% of the nerf reverted). Enh as a whole still slapping wet noodles but ele blast is back to chunking along with wave/bolt. Your not DH/DK/feral lvl but def viable.,"Nov 16, 2022 11:14 pm",Shaman
"enhancement was S tier single target dps in nathria and stayed strong throughout shadowlands, with self sustain only rivaled by warlocks","Nov 16, 2022 11:42 pm",Shaman
"if you cant remember the expansion you just played, maybe trust blizz when they tune your class","Nov 17, 2022 12:31 am",Shaman
Blizzard still running with the flawed logic that nerfing something will cause everything else to become more interesting. Why do they have such a big problem with buffing stuff?,"Nov 17, 2022 8:47 am",Shaman
"Howdy,","Nov 11, 2022 4:05 pm",Shaman
"While messing around with talents on live last night, I noticed that NS consumes both its own buff and a stack of up to 5 of maelstrom weapon when you use a spell/ability that is affected by both. Even if you’re not at a total of 5 maelstrom weapon, it will do the same for 1-4 stacks as well.","Nov 11, 2022 10:22 pm",Shaman
Is this an issue the devs are aware of?,"Nov 12, 2022 1:42 am",Shaman
This isn’t an issue and is working as intended.,"Nov 12, 2022 8:31 pm",Shaman
"Maelstrom Weapons doesn’t just reduce cast time, but also increases the spell power of said cast.","Nov 13, 2022 9:12 am",Shaman
"There is no reason to think using NS wouldn’t consume these, as they still boost the spell’s output and MW stacks work on any casted spell, regardless if it is instant or not.","Nov 16, 2022 9:22 am",Shaman
"Understood, but it’s just kind of frustrating that the NS gets wasted in these situations.","Nov 16, 2022 9:26 am",Shaman
"Let’s say I use NS followed immediately by a 5 stack MW empowered Elemental Blast. The EB is instant and benefits from the spell power increase from MW, but it also consumed the NS with no benefit? If this is solely based on MW’s design, then you should at least keep the NS buff to instant cast the next nature spell you cast. It shouldn’t just disappear because MW is working as intended.","Nov 16, 2022 11:56 pm",Shaman
"You thinking ele? nah gonna play evoker cause it’s the new ele shammy spec, caio until they “magically” fix shammy.","Nov 16, 2022 5:13 pm",Shaman
If they make the Evoker range 40 yards then Ele shamans would be finished .,"Nov 16, 2022 5:26 pm",Shaman
Go and be weak,"Nov 16, 2022 5:32 pm",Shaman
temporarily then my evoker is going to be stronger than me in ele,"Nov 16, 2022 5:53 pm",Shaman
Do not ask for help from elements,"Nov 16, 2022 5:54 pm",Shaman
"nah, they’ll still listen. I don’t make them obey like the mages","Nov 16, 2022 8:59 pm",Shaman
"Lock - I take a **** under me
Dk - I take a **** under me
Mage - I take a **** under me
Druid - I take a **** under me
Dh - I take triple **** under me
Paly - I take **** under me
Hunter - I take a **** under me
Monk - I take a **** under me
Evoker - I take quad **** under me
Rogue - I take a **** under me
Warr - I take a **** under me
Priest - I take a **** under me
Shaman - I take **** on him","Nov 16, 2022 5:41 pm",Shaman
"Back when Lava Burst was first introduced to the game, it was one of those awesome heavy-hitting spells that you’d always want to keep off cooldown. It always crit, and it crit hard because Elemental Shamans just crit harder.","Nov 12, 2022 10:05 am",Shaman
Fast forward today and that same spell is just weak sauce. When your filler (lightning bolt) spell is doing more damage per cast time then something’s wrong.,"Nov 12, 2022 2:05 pm",Shaman
"Simply put: Lava Burst needs a buff. I’m not sure why its become so weak over the years, but some people have pointed out that maybe its because it’s being balanced around always critting.","Nov 12, 2022 2:38 pm",Shaman
A simple solution to balancing always-critting spells is to do just do what Blizz already did with Destro Warlock Chaos Bolt: increase its damage by your crit chance.,"Nov 12, 2022 4:05 pm",Shaman
